ID заказа,Дата отправки,Расстояние (км),Опыт водителя (лет),Вес груза (кг),Тип груза,Погодные условия,Сезон,Время суток,День недели,Задержка доставки (дней),Группа опыта
OR99000,2022-07-27,1087,11,11105,Обычный,Ясно,Лето,Вечер,Среда,0,11-20
OD11051,2022-07-28,994,16,6336,Хрупкий,,Лето,День,Четверг,0,11-20
OR48261,2022-07-28,595,7,15423,Замороженный,Ясно,Лето,День,Четверг,0,6-10
DL63631,2022-07-28,846,10,13805,Замороженный,Ясно,Лето,Утро,Четверг,0,6-10
OR92155,2022-07-28,978,14,10189,Обычный,Ясно,Лето,Ночь,Четверг,0,11-20
OR85409,2022-07-28,1051,16,10700,Опасный,Ясно,Лето,Ночь,Четверг,0,11-20
DL94153,2022-07-28,590,12,6718,Обычный,Ясно,Лето,Вечер,Четверг,0,11-20
OR56560,2022-07-29,1396,17,18939,Обычный,Ясно,Лето,Утро,Пятница,2,11-20
OR42556,2022-07-29,988,12,7854,Опасный,Ясно,Лето,Ночь,Пятница,0,11-20
OR64965,2022-07-29,1071,7,8004,Опасный,Ясно,Лето,Вечер,Пятница,0,6-10
OD78970,2022-07-29,796,7,14182,Обычный,Ясно,Лето,Вечер,Пятница,0,6-10
DL39079,2022-07-30,1308,,19117,Опасный,Ясно,Лето,Вечер,Суббота,2,
OR57368,2022-07-30,1692,21,23276,Обычный,Дождь,Лето,Ночь,Суббота,2,21-30
OR46964,2022-07-30,657,11,9858,Хрупкий,Ясно,Лето,Вечер,Суббота,0,11-20
OR77893,2022-07-30,1137,21,22080,Обычный,Ясно,Лето,Ночь,Суббота,2,21-30
OD18019,2022-07-30,927,9,6688,Обычный,Дождь,Лето,День,Суббота,0,6-10
OD47359,2022-07-30,459,11,11212,Опасный,Ясно,Лето,Утро,Суббота,0,11-20
DL17721,2022-07-31,1607,32,22566,Опасный,Ясно,Лето,Вечер,Воскресенье,4,30+
DL30347,2022-07-31,1612,31,29581,Опасный,Ясно,Лето,Утро,Воскресенье,4,30+
OR71869,2022-07-31,1197,,20887,Опасный,Ясно,Лето,День,Воскресенье,2,
OR92456,2022-07-31,2078,31,23607,Замороженный,Дождь,Лето,День,Воскресенье,4,30+
DL51401,2022-07-31,969,12,16730,Обычный,Дождь,Лето,Ночь,Воскресенье,0,11-20
OD97142,2022-08-01,784,11,19102,Опасный,Ясно,Лето,Вечер,Понедельник,1,11-20
OD50776,2022-08-01,640,8,8277,Обычный,Шторм,Лето,Ночь,Понедельник,0,6-10
OR57412,2022-08-01,1230,15,15779,Хрупкий,Туман,Лето,Вечер,Понедельник,1,11-20
OD65269,2022-08-01,856,12,10187,Опасный,Ясно,Лето,Утро,Понедельник,0,11-20
OD92970,2022-08-01,976,10,6446,Обычный,Ясно,Лето,Вечер,Понедельник,0,6-10
OR18000,2022-08-02,1153,16,22127,Обычный,Ясно,Лето,День,Вторник,2,11-20
OR45626,2022-08-02,1169,20,20944,Хрупкий,Шторм,Лето,Ночь,Вторник,2,11-20
OD33004,2022-08-03,1045,10,6520,Обычный,Ясно,Лето,Утро,Среда,0,6-10
OR55245,2022-08-03,1889,25,19448,Обычный,Дождь,Лето,Ночь,Среда,3,21-30
DL64626,2022-08-03,1135,16,15026,Опасный,Ясно,Лето,День,Среда,0,11-20
OR17498,2022-08-04,940,13,11830,Обычный,Дождь,Лето,Утро,Четверг,0,11-20
OR47854,2022-08-04,1026,11,14691,Хрупкий,Дождь,Лето,День,Четверг,0,11-20
OD71901,2022-08-04,561,11,9552,Опасный,Ясно,Лето,День,Четверг,0,11-20
OD45561,2022-08-04,702,13,14317,Замороженный,,Лето,Ночь,Четверг,0,11-20
DL56368,2022-08-04,463,12,11966,Опасный,Ясно,Лето,День,Четверг,0,11-20
OD66690,2022-08-04,689,,15011,Обычный,Ясно,Лето,Ночь,Четверг,0,
DL84389,2022-08-05,641,13,16398,Опасный,Ясно,Лето,Ночь,Пятница,0,11-20
DL58831,2022-08-05,393,11,9094,Обычный,Ясно,Лето,День,Пятница,0,11-20
OD14746,2022-08-05,726,12,8743,Обычный,Ясно,Лето,День,Пятница,0,11-20
DL98758,2022-08-05,1809,23,20467,Опасный,Дождь,Лето,День,Пятница,3,21-30
OD36022,2022-08-05,1184,15,20052,Обычный,Ясно,Лето,День,Пятница,1,11-20
DL87108,2022-08-05,786,10,15839,Обычный,Ясно,Лето,Утро,Пятница,0,6-10
OD99157,2022-08-05,728,12,19055,Замороженный,Шторм,Лето,Вечер,Пятница,1,11-20
OR97753,2022-08-05,883,19,18977,Обычный,Ясно,Лето,День,Пятница,2,11-20
OR36912,2022-08-05,791,10,15026,Опасный,Ясно,Лето,Ночь,Пятница,0,6-10
OR76301,2022-08-05,2020,26,26118,Обычный,Ясно,Лето,Вечер,Пятница,4,21-30
OD11425,2022-08-06,995,8,16525,Обычный,Ясно,Лето,Вечер,Суббота,0,6-10
OR99322,2022-08-06,393,13,16089,Обычный,Дождь,Лето,Ночь,Суббота,0,11-20
OR27761,2022-08-06,784,12,15946,Хрупкий,Дождь,Лето,День,Суббота,0,11-20
OD66969,2022-08-06,542,15,7729,Обычный,Ясно,Лето,День,Суббота,0,11-20
OD90999,2022-08-06,960,14,9357,Обычный,Ясно,Лето,Ночь,Суббота,0,11-20
OR70382,2022-08-07,1557,27,25039,Хрупкий,Дождь,Лето,Ночь,Воскресенье,3,21-30
DL41208,2022-08-07,863,8,14072,Обычный,Ясно,Лето,День,Воскресенье,0,6-10
DL86722,2022-08-07,1630,22,21765,Хрупкий,Ясно,Лето,День,Воскресенье,3,21-30
DL49545,2022-08-08,441,14,13952,Хрупкий,Дождь,Лето,Вечер,Понедельник,0,11-20
OR75961,2022-08-08,1130,12,6182,Обычный,Ясно,Лето,Ночь,Понедельник,0,11-20
DL24529,2022-08-08,898,14,7604,Замороженный,Шторм,Лето,Вечер,Понедельник,0,11-20
OD34331,2022-08-09,632,7,10323,Опасный,,Лето,День,Вторник,0,6-10
OD51388,2022-08-09,919,12,10997,Опасный,Ясно,Лето,Ночь,Вторник,0,11-20
DL49754,2022-08-09,1775,25,28471,Опасный,Дождь,Лето,Утро,Вторник,3,21-30
OR32394,2022-08-09,1253,9,7397,Хрупкий,Ясно,Лето,Утро,Вторник,0,6-10
DL62570,2022-08-09,904,10,7289,Обычный,Дождь,Лето,День,Вторник,0,6-10
DL64252,2022-08-09,2150,,34799,Обычный,Ясно,Лето,Вечер,Вторник,5,
DL72438,2022-08-10,1321,22,18948,Хрупкий,Шторм,Лето,Ночь,Среда,2,21-30
OR78852,2022-08-10,739,13,13694,Замороженный,Дождь,Лето,Утро,Среда,0,11-20
OR97190,2022-08-10,1118,9,19904,Опасный,Ясно,Лето,Вечер,Среда,0,6-10
OR25419,2022-08-10,761,9,8168,Обычный,Дождь,Лето,Вечер,Среда,0,6-10
DL39325,2022-08-11,658,15,9197,Обычный,Ясно,Лето,Утро,Четверг,0,11-20
OR96415,2022-08-11,633,9,15545,Обычный,Ясно,Лето,Утро,Четверг,0,6-10
DL37224,2022-08-11,972,9,9515,Обычный,Ясно,Лето,День,Четверг,0,6-10
DL34958,2022-08-12,1226,11,11327,Хрупкий,Ясно,Лето,Утро,Пятница,0,11-20
OD24407,2022-08-12,765,7,11432,Опасный,Ясно,Лето,Утро,Пятница,0,6-10
OR47252,2022-08-12,972,13,11118,Хрупкий,Ясно,Лето,Ночь,Пятница,0,11-20
OR31476,2022-08-12,938,15,11040,Обычный,Ясно,Лето,Вечер,Пятница,1,11-20
OR34590,2022-08-12,370,7,18059,Обычный,Ясно,Лето,День,Пятница,0,6-10
OD87463,2022-08-12,598,10,12202,Опасный,Дождь,Лето,День,Пятница,0,6-10
OD46922,2022-08-13,1520,23,22035,Обычный,Ясно,Лето,Утро,Суббота,2,21-30
OD22625,2022-08-13,461,13,15758,Обычный,Ясно,Лето,Ночь,Суббота,0,11-20
OR80305,2022-08-14,1219,14,14180,Замороженный,Ясно,Лето,Вечер,Воскресенье,1,11-20
OR90394,2022-08-14,1188,16,18902,Обычный,Дождь,Лето,Вечер,Воскресенье,1,11-20
OR74106,2022-08-15,616,14,13069,Хрупкий,Дождь,Лето,День,Понедельник,0,11-20
DL92285,2022-08-16,441,8,15181,Обычный,Ясно,Лето,Вечер,Вторник,0,6-10
OD55480,2022-08-16,569,14,14273,Хрупкий,Шторм,Лето,День,Вторник,0,11-20
DL11080,2022-08-17,1230,28,21983,Хрупкий,Ясно,Лето,Утро,Среда,3,21-30
OD60230,2022-08-17,471,10,13924,Обычный,Шторм,Лето,Вечер,Среда,0,6-10
DL88571,2022-08-17,500,9,11794,Обычный,Ясно,Лето,Ночь,Среда,0,6-10
DL99680,2022-08-17,1372,19,15522,Обычный,Дождь,Лето,Вечер,Среда,2,11-20
OR64973,2022-08-18,794,13,7658,Обычный,Дождь,Лето,Утро,Четверг,0,11-20
OD36116,2022-08-18,2008,28,37859,Хрупкий,Ясно,Лето,Вечер,Четверг,5,21-30
DL12676,2022-08-18,431,15,12909,Обычный,Дождь,Лето,День,Четверг,0,11-20
OR82354,2022-08-18,1114,14,7570,Обычный,Дождь,Лето,День,Четверг,0,11-20
OR42112,2022-08-18,751,13,13810,Обычный,Дождь,Лето,Вечер,Четверг,0,11-20
OR77273,2022-08-19,799,12,11064,Обычный,Шторм,Лето,Ночь,Пятница,0,11-20
DL33916,2022-08-19,649,8,12560,Обычный,Дождь,Лето,Утро,Пятница,0,6-10
DL56867,2022-08-19,607,14,11616,Замороженный,Дождь,Лето,День,Пятница,0,11-20
OR59357,2022-08-20,1573,16,14708,Опасный,Ясно,Лето,Утро,Суббота,2,11-20
DL78076,2022-08-20,846,13,11870,Опасный,Шторм,Лето,Утро,Суббота,0,11-20
OD54475,2022-08-20,617,10,12997,Замороженный,Дождь,Лето,День,Суббота,0,6-10
OD64506,2022-08-20,626,17,14475,Обычный,Туман,Лето,Ночь,Суббота,1,11-20
DL95979,2022-08-20,729,8,11467,Опасный,Ясно,Лето,Ночь,Суббота,0,6-10
OD16160,2022-08-20,483,10,8634,Хрупкий,Дождь,Лето,День,Суббота,0,6-10
OR56800,2022-08-20,899,11,7068,Опасный,Ясно,Лето,День,Суббота,0,11-20
OD62600,2022-08-20,643,16,13461,Обычный,Дождь,Лето,Ночь,Суббота,0,11-20
OR84054,2022-08-21,480,16,11063,Обычный,Шторм,Лето,Ночь,Воскресенье,0,11-20
OR25115,2022-08-21,874,15,7730,Опасный,Дождь,Лето,Ночь,Воскресенье,0,11-20
OD74962,2022-08-21,656,10,11715,Обычный,Ясно,Лето,Утро,Воскресенье,0,6-10
OD20145,2022-08-22,642,9,7318,Хрупкий,Ясно,Лето,Ночь,Понедельник,0,6-10
OR20447,2022-08-22,1288,27,18876,Обычный,Ясно,Лето,День,Понедельник,3,21-30
OD31465,2022-08-22,1126,12,8784,Обычный,Ясно,Лето,Ночь,Понедельник,0,11-20
OR81745,2022-08-22,741,,9490,Обычный,Ясно,Лето,Утро,Понедельник,0,
DL88193,2022-08-22,877,12,12252,Хрупкий,Дождь,Лето,День,Понедельник,0,11-20
DL30364,2022-08-23,1025,8,14947,Обычный,Ясно,Лето,Вечер,Вторник,0,6-10
OR65003,2022-08-23,656,15,8280,Замороженный,Ясно,Лето,Утро,Вторник,0,11-20
OD16844,2022-08-24,1052,,14586,Обычный,Ясно,Лето,Вечер,Среда,0,
OR89495,2022-08-24,1393,21,27049,Хрупкий,Дождь,Лето,Ночь,Среда,3,21-30
OR75480,2022-08-24,1045,15,15040,Обычный,Ясно,Лето,Вечер,Среда,1,11-20
OD79066,2022-08-24,996,16,14371,Опасный,Ясно,Лето,Ночь,Среда,0,11-20
OR17746,2022-08-24,1093,10,10077,Обычный,Ясно,Лето,Утро,Среда,0,6-10
OR16502,2022-08-25,1083,8,10462,Замороженный,Дождь,Лето,Ночь,Четверг,0,6-10
DL75390,2022-08-25,933,10,11666,Обычный,Ясно,Лето,День,Четверг,0,6-10
OR97572,2022-08-25,881,13,17415,Опасный,Ясно,Лето,День,Четверг,1,11-20
OD89700,2022-08-25,462,11,16266,Хрупкий,Дождь,Лето,Утро,Четверг,0,11-20
OD64379,2022-08-25,784,14,13537,Обычный,Ясно,Лето,День,Четверг,0,11-20
OD34563,2022-08-26,711,7,12476,Хрупкий,Ясно,Лето,Утро,Пятница,0,6-10
OD83275,2022-08-26,893,9,15256,Обычный,Ясно,Лето,Ночь,Пятница,0,6-10
DL50562,2022-08-26,1127,11,9877,Опасный,Ясно,Лето,Утро,Пятница,0,11-20
OD13564,2022-08-26,1370,22,22458,Обычный,Ясно,Лето,Вечер,Пятница,2,21-30
OD44044,2022-08-26,1405,23,24324,Опасный,Ясно,Лето,Утро,Пятница,2,21-30
OR58121,2022-08-27,1014,,14630,Хрупкий,Шторм,Лето,Вечер,Суббота,0,
DL96309,2022-08-27,954,10,13904,Опасный,Ясно,Лето,Вечер,Суббота,0,6-10
DL63647,2022-08-27,1126,8,9536,Хрупкий,Ясно,Лето,Утро,Суббота,0,6-10
OD91927,2022-08-27,933,16,15499,Опасный,Шторм,Лето,Ночь,Суббота,0,11-20
OR22270,2022-08-27,541,9,6714,Хрупкий,Шторм,Лето,Вечер,Суббота,0,6-10
OR91089,2022-08-28,443,13,8341,Опасный,Ясно,Лето,День,Воскресенье,0,11-20
DL35753,2022-08-28,2387,29,26616,Опасный,,Лето,Ночь,Воскресенье,5,21-30
OD46743,2022-08-29,1013,15,14645,Обычный,Дождь,Лето,Ночь,Понедельник,0,11-20
OD61535,2022-08-29,1060,7,10207,Опасный,Дождь,Лето,Вечер,Понедельник,0,6-10
OD55666,2022-08-29,1501,26,21183,Замороженный,Туман,Лето,Вечер,Понедельник,3,21-30
OR24137,2022-08-29,469,7,8614,Обычный,Ясно,Лето,День,Понедельник,0,6-10
OD68944,2022-08-30,502,10,10791,Хрупкий,Дождь,Лето,Вечер,Вторник,0,6-10
OD25504,2022-08-30,527,11,10435,Опасный,Ясно,Лето,Утро,Вторник,0,11-20
OR55177,2022-08-30,1845,32,28938,Замороженный,Туман,Лето,Утро,Вторник,4,30+
OR93803,2022-08-30,1236,23,19371,Обычный,Ясно,Лето,Ночь,Вторник,2,21-30
OR39356,2022-08-30,409,8,13177,Обычный,Ясно,Лето,День,Вторник,0,6-10
OR53701,2022-08-31,553,15,9502,Опасный,Ясно,Лето,Вечер,Среда,0,11-20
DL77481,2022-09-01,1761,36,26985,Опасный,Дождь,Осень,Вечер,Четверг,5,30+
OR95458,2022-09-01,549,13,17374,Опасный,Снег,Осень,Ночь,Четверг,0,11-20
DL89443,2022-09-01,885,,11855,Хрупкий,Дождь,Осень,День,Четверг,0,
OR27458,2022-09-01,1304,18,19454,Опасный,Туман,Осень,Ночь,Четверг,1,11-20
OD81627,2022-09-02,459,16,15547,Замороженный,Ясно,Осень,Ночь,Пятница,0,11-20
OR12812,2022-09-02,1135,16,11948,Опасный,Дождь,Осень,Ночь,Пятница,0,11-20
OR10374,2022-09-02,1572,22,27449,Хрупкий,Ясно,Осень,Вечер,Пятница,3,21-30
OR27986,2022-09-02,2029,28,34572,Обычный,Дождь,Осень,Вечер,Пятница,4,21-30
DL96539,2022-09-03,607,13,15012,Хрупкий,Дождь,Осень,Ночь,Суббота,0,11-20
DL50792,2022-09-03,1450,24,20297,Обычный,Ясно,Осень,День,Суббота,2,21-30
DL45682,2022-09-03,1016,12,17532,Хрупкий,Дождь,Осень,Ночь,Суббота,0,11-20
OD77291,2022-09-03,898,22,22122,Хрупкий,Ясно,Осень,Утро,Суббота,2,21-30
OD41604,2022-09-03,1016,20,15892,Опасный,Дождь,Осень,Ночь,Суббота,2,11-20
OR70006,2022-09-03,1127,22,25296,Хрупкий,,Осень,Вечер,Суббота,3,21-30
DL42904,2022-09-03,1523,16,14557,Обычный,Дождь,Осень,Ночь,Суббота,2,11-20
OD92632,2022-09-04,1315,19,15546,Обычный,Ясно,Осень,Ночь,Воскресенье,2,11-20
