ID ТС,Дата записи,Пробег (км),Возраст ТС (лет),Количество ТО за год,Загрузка (%),Средняя скорость (км/ч),Средняя нагрузка двигателя (%),Поломка в ближайший месяц
VEH42589,2021-12-05,869931.0,20.0,6.0,73.9,48.0,76.0,1
VEH75361,2021-12-06,236438.0,5.0,,71.7,55.0,85.0,0
VEH60938,2021-12-06,764857.0,16.0,2.0,32.4,89.0,53.0,0
VEH15509,2021-12-06,216662.0,3.0,2.0,37.8,50.0,65.0,0
VEH62431,2021-12-06,849427.0,20.0,10.0,97.6,28.0,77.0,1
VEH35426,2021-12-06,719122.0,20.0,4.0,54.4,29.0,50.0,0
VEH72436,2021-12-06,180216.0,5.0,5.0,33.3,31.0,60.0,0
VEH93252,2021-12-06,37319.0,2.0,0.0,44.0,41.0,80.0,0
VEH98653,2021-12-07,764711.0,20.0,10.0,41.4,21.0,42.0,0
VEH01641,2021-12-08,952450.0,19.0,8.0,63.7,88.0,53.0,1
VEH09947,2021-12-08,35876.0,2.0,10.0,64.4,36.0,80.0,0
VEH13341,2021-12-09,126693.0,4.0,7.0,75.3,40.0,47.0,0
VEH49871,2021-12-09,568904.0,11.0,2.0,71.5,45.0,95.0,0
VEH75361,2021-12-09,422558.0,7.0,4.0,57.9,83.0,48.0,0
VEH55383,2021-12-10,471335.0,7.0,6.0,50.5,34.0,48.0,0
VEH87153,2021-12-10,30221.0,1.0,4.0,71.4,27.0,45.0,0
VEH09636,2021-12-10,90597.0,4.0,10.0,79.6,55.0,97.0,0
VEH51457,2021-12-10,806298.0,18.0,1.0,65.2,80.0,44.0,1
VEH41340,2021-12-11,1104057.0,19.0,1.0,75.9,79.0,83.0,1
VEH97509,2021-12-11,548164.0,9.0,4.0,68.5,38.0,67.0,0
VEH28953,2021-12-11,26903.0,2.0,1.0,75.8,36.0,31.0,0
VEH31894,2021-12-11,455029.0,11.0,3.0,91.6,76.0,94.0,1
VEH48931,2021-12-11,690550.0,15.0,0.0,90.6,33.0,71.0,0
VEH65229,2021-12-11,868119.0,15.0,11.0,55.4,50.0,59.0,1
VEH32662,2021-12-12,622528.0,13.0,6.0,39.0,25.0,101.0,0
VEH26813,2021-12-12,1013508.0,20.0,7.0,67.8,50.0,80.0,1
VEH23190,2021-12-12,128796.0,5.0,4.0,64.3,72.0,82.0,0
VEH23625,2021-12-12,273488.0,5.0,11.0,76.4,65.0,84.0,0
VEH21019,2021-12-12,769930.0,19.0,0.0,61.2,69.0,71.0,1
VEH69513,2021-12-12,458155.0,10.0,5.0,45.6,19.0,73.0,0
VEH37596,2021-12-13,1068665.0,19.0,9.0,56.5,38.0,84.0,0
VEH32366,2021-12-13,254673.0,5.0,8.0,62.0,39.0,64.0,0
VEH10909,2021-12-13,116453.0,3.0,3.0,36.9,30.0,48.0,0
VEH15850,2021-12-13,734156.0,17.0,0.0,98.5,34.0,65.0,1
VEH99153,2021-12-13,237587.0,4.0,3.0,86.1,24.0,71.0,0
VEH03876,2021-12-14,70166.0,3.0,3.0,85.4,30.0,32.0,0
VEH22379,2021-12-15,5085.0,4.0,3.0,45.3,25.0,112.0,0
VEH09619,2021-12-15,157081.0,4.0,4.0,85.1,74.0,91.0,0
VEH10704,2021-12-15,77208.0,6.0,1.0,84.8,69.0,75.0,0
VEH09940,2021-12-15,744270.0,17.0,11.0,42.7,49.0,92.0,0
VEH77878,2021-12-15,666652.0,15.0,6.0,37.2,79.0,31.0,1
VEH13349,2021-12-15,558448.0,12.0,3.0,59.0,40.0,89.0,0
VEH94286,2021-12-16,314630.0,6.0,10.0,70.5,72.0,48.0,0
VEH07337,2021-12-16,450866.0,8.0,6.0,57.0,86.0,49.0,0
VEH07624,2021-12-16,1217786.0,18.0,4.0,43.3,84.0,46.0,1
VEH59986,2021-12-16,362989.0,6.0,7.0,33.8,67.0,57.0,0
VEH55377,2021-12-16,665322.0,14.0,6.0,89.4,54.0,102.0,0
VEH94219,2021-12-17,155119.0,8.0,5.0,60.3,37.0,63.0,0
VEH80854,2021-12-17,1054517.0,19.0,5.0,73.2,33.0,81.0,0
VEH27750,2021-12-17,866920.0,18.0,5.0,43.8,24.0,58.0,1
VEH74495,2021-12-17,1003517.0,20.0,1.0,70.5,72.0,95.0,0
VEH68338,2021-12-18,30852.0,1.0,8.0,89.6,84.0,96.0,0
VEH78396,2021-12-18,656783.0,13.0,4.0,73.2,55.0,101.0,0
VEH86579,2021-12-18,1209016.0,20.0,9.0,90.3,62.0,61.0,0
VEH21718,2021-12-18,29874.0,0.0,1.0,72.7,29.0,65.0,0
VEH45110,2021-12-18,419732.0,10.0,6.0,69.6,101.0,32.0,0
VEH51305,2021-12-18,384754.0,11.0,3.0,55.9,79.0,29.0,1
VEH83292,2021-12-18,468208.0,11.0,5.0,97.9,27.0,53.0,1
VEH65538,2021-12-19,509375.0,10.0,,52.9,72.0,70.0,0
VEH86490,2021-12-19,33563.0,0.0,5.0,97.5,70.0,64.0,1
VEH71522,2021-12-19,959941.0,18.0,,74.8,24.0,70.0,1
VEH69231,2021-12-19,1199064.0,17.0,1.0,49.2,77.0,42.0,1
VEH78668,2021-12-21,924359.0,19.0,3.0,96.7,47.0,98.0,1
VEH00259,2021-12-21,94145.0,3.0,7.0,35.2,63.0,98.0,0
VEH98398,2021-12-21,1111162.0,19.0,10.0,49.2,76.0,55.0,0
VEH93279,2021-12-22,1070086.0,20.0,6.0,55.1,45.0,92.0,1
VEH87337,2021-12-22,256087.0,13.0,5.0,69.1,67.0,53.0,0
VEH61056,2021-12-22,137102.0,6.0,3.0,62.8,65.0,84.0,0
VEH02903,2021-12-23,569493.0,15.0,7.0,73.2,19.0,86.0,0
VEH35377,2021-12-24,520728.0,8.0,6.0,83.4,64.0,53.0,0
VEH39650,2021-12-24,282605.0,14.0,2.0,62.5,41.0,79.0,0
VEH67978,2021-12-24,1149640.0,18.0,6.0,59.2,68.0,43.0,0
VEH33098,2021-12-24,15531.0,,4.0,50.4,35.0,45.0,0
VEH32251,2021-12-24,1066127.0,18.0,0.0,95.0,25.0,88.0,1
VEH61706,2021-12-24,359108.0,9.0,2.0,94.8,73.0,97.0,1
VEH22691,2021-12-25,627750.0,12.0,,50.7,80.0,83.0,0
VEH25735,2021-12-25,982783.0,16.0,0.0,94.5,77.0,100.0,1
VEH33429,2021-12-25,17152.0,0.0,1.0,38.2,32.0,41.0,0
VEH62734,2021-12-25,271247.0,13.0,4.0,54.7,61.0,48.0,0
VEH31442,2021-12-25,570799.0,11.0,6.0,62.6,33.0,43.0,0
VEH83524,2021-12-25,501204.0,10.0,7.0,80.4,53.0,73.0,0
VEH25146,2021-12-27,482173.0,12.0,4.0,86.3,26.0,79.0,0
VEH96180,2021-12-27,624764.0,14.0,7.0,82.3,29.0,92.0,0
VEH32213,2021-12-27,4460.0,3.0,5.0,45.5,47.0,50.0,0
VEH15545,2021-12-27,170377.0,3.0,0.0,32.5,81.0,42.0,0
VEH09467,2021-12-28,31948.0,0.0,2.0,90.5,47.0,68.0,0
VEH09881,2021-12-28,274176.0,10.0,6.0,91.8,53.0,98.0,0
VEH50453,2021-12-28,32048.0,2.0,3.0,74.6,65.0,68.0,0
VEH01474,2021-12-28,334098.0,11.0,,71.7,61.0,62.0,0
VEH34387,2021-12-28,5424.0,1.0,4.0,35.7,29.0,57.0,0
VEH16741,2021-12-28,20800.0,1.0,1.0,66.2,73.0,46.0,0
VEH72222,2021-12-28,539293.0,9.0,1.0,58.1,63.0,44.0,0
VEH73048,2021-12-29,1069598.0,19.0,7.0,44.6,23.0,,0
VEH71300,2021-12-29,211701.0,5.0,2.0,86.2,49.0,53.0,0
VEH12949,2021-12-29,53426.0,3.0,2.0,98.5,36.0,81.0,1
VEH67144,2021-12-29,246284.0,4.0,9.0,46.3,74.0,57.0,0
VEH43291,2021-12-29,538416.0,13.0,11.0,88.8,69.0,78.0,0
VEH81712,2021-12-30,122700.0,3.0,7.0,43.7,52.0,89.0,0
VEH34861,2021-12-30,733771.0,18.0,7.0,81.1,75.0,82.0,0
VEH88809,2021-12-30,123078.0,8.0,5.0,30.7,44.0,49.0,0
VEH14814,2021-12-30,748576.0,15.0,3.0,42.4,47.0,83.0,0
VEH75406,2021-12-30,340236.0,9.0,,66.2,54.0,81.0,0
VEH03773,2021-12-31,198080.0,7.0,10.0,45.3,63.0,81.0,0
VEH17251,2021-12-31,320249.0,6.0,1.0,57.0,79.0,74.0,0
VEH22180,2021-12-31,952133.0,15.0,0.0,81.9,68.0,25.0,0
VEH59856,2021-12-31,134443.0,6.0,6.0,70.7,88.0,72.0,0
VEH31877,2022-01-01,274631.0,6.0,7.0,71.8,73.0,76.0,0
VEH28259,2022-01-01,120375.0,6.0,9.0,66.7,78.0,70.0,0
VEH44250,2022-01-01,796362.0,16.0,5.0,34.7,35.0,37.0,0
VEH18674,2022-01-01,484351.0,9.0,6.0,36.3,81.0,36.0,0
VEH69492,2022-01-01,1126009.0,16.0,1.0,58.1,44.0,81.0,0
VEH91076,2022-01-01,397912.0,7.0,5.0,94.7,56.0,82.0,0
VEH62436,2022-01-02,682707.0,14.0,9.0,63.8,79.0,76.0,0
VEH78702,2022-01-02,702130.0,12.0,3.0,38.1,34.0,46.0,0
VEH57981,2022-01-03,350036.0,13.0,2.0,69.0,23.0,40.0,0
VEH45471,2022-01-03,1045830.0,18.0,9.0,98.8,85.0,81.0,0
VEH92351,2022-01-03,809671.0,14.0,1.0,52.9,38.0,38.0,0
VEH23709,2022-01-03,213982.0,7.0,0.0,54.9,27.0,95.0,0
VEH75141,2022-01-03,328846.0,5.0,4.0,85.7,46.0,76.0,0
VEH89145,2022-01-03,1051234.0,16.0,7.0,34.9,61.0,61.0,1
VEH77134,2022-01-03,111274.0,3.0,8.0,81.2,75.0,74.0,0
VEH56395,2022-01-03,665363.0,13.0,3.0,31.4,82.0,71.0,0
VEH18129,2022-01-03,921885.0,16.0,5.0,39.2,34.0,38.0,0
VEH02545,2022-01-03,10930.0,1.0,7.0,31.7,42.0,38.0,1
VEH24194,2022-01-04,170849.0,3.0,0.0,39.8,60.0,81.0,0
VEH84199,2022-01-04,702289.0,13.0,3.0,81.9,46.0,36.0,1
VEH18563,2022-01-04,283940.0,12.0,2.0,81.0,88.0,109.0,0
VEH65352,2022-01-04,1022188.0,16.0,9.0,34.1,97.0,102.0,0
VEH21642,2022-01-05,561578.0,13.0,1.0,37.8,53.0,95.0,0
VEH42394,2022-01-06,767921.0,20.0,3.0,74.6,22.0,58.0,1
VEH31099,2022-01-06,428439.0,7.0,1.0,83.2,65.0,92.0,0
VEH03410,2022-01-06,39880.0,1.0,10.0,77.8,38.0,54.0,0
VEH91359,2022-01-06,21389.0,2.0,8.0,80.1,36.0,38.0,1
VEH60770,2022-01-07,199903.0,7.0,,73.6,73.0,62.0,0
VEH26682,2022-01-07,234558.0,12.0,6.0,74.5,35.0,49.0,0
VEH30698,2022-01-07,164062.0,7.0,4.0,71.5,71.0,92.0,0
VEH54878,2022-01-07,187096.0,5.0,3.0,33.9,58.0,36.0,0
VEH91456,2022-01-07,308155.0,9.0,9.0,31.8,35.0,36.0,0
VEH42138,2022-01-08,20781.0,0.0,1.0,54.2,25.0,49.0,0
VEH27883,2022-01-08,1139467.0,19.0,7.0,84.5,44.0,80.0,1
VEH43042,2022-01-09,345282.0,7.0,2.0,85.6,73.0,34.0,0
VEH19735,2022-01-09,19951.0,2.0,2.0,43.8,30.0,74.0,0
VEH70023,2022-01-09,406288.0,14.0,2.0,56.2,24.0,75.0,0
VEH24160,2022-01-09,341887.0,15.0,6.0,60.1,34.0,94.0,0
VEH98282,2022-01-09,140386.0,5.0,4.0,39.4,55.0,33.0,1
VEH54481,2022-01-10,189134.0,5.0,9.0,71.4,37.0,27.0,0
VEH74914,2022-01-10,17019.0,0.0,10.0,58.5,28.0,93.0,0
VEH62276,2022-01-10,393860.0,15.0,9.0,52.5,23.0,77.0,0
VEH74768,2022-01-10,183091.0,7.0,7.0,91.2,51.0,40.0,0
VEH64016,2022-01-10,29009.0,0.0,8.0,44.6,45.0,72.0,0
VEH67979,2022-01-10,347545.0,9.0,3.0,34.8,80.0,47.0,0
VEH88004,2022-01-10,218297.0,5.0,2.0,80.9,65.0,70.0,0
VEH58276,2022-01-10,90375.0,3.0,4.0,65.7,73.0,97.0,0
VEH18891,2022-01-11,210674.0,10.0,8.0,35.8,82.0,73.0,0
VEH33224,2022-01-11,588082.0,11.0,8.0,91.8,26.0,88.0,0
VEH65954,2022-01-12,781927.0,15.0,4.0,32.3,67.0,,0
VEH40875,2022-01-12,24830.0,0.0,5.0,60.9,71.0,81.0,0
VEH53536,2022-01-12,511694.0,10.0,7.0,84.4,71.0,93.0,0
VEH99565,2022-01-12,1050930.0,19.0,7.0,67.0,43.0,74.0,0
VEH04948,2022-01-12,,16.0,11.0,41.9,28.0,57.0,1
VEH69699,2022-01-12,303673.0,13.0,3.0,37.6,69.0,75.0,0
VEH78090,2022-01-12,208300.0,4.0,5.0,75.1,76.0,62.0,0
VEH28894,2022-01-13,188328.0,7.0,9.0,76.1,78.0,94.0,0
VEH25693,2022-01-13,437482.0,13.0,5.0,96.8,72.0,,0
VEH71982,2022-01-14,12953.0,2.0,3.0,62.5,24.0,73.0,0
VEH02983,2022-01-14,288554.0,12.0,9.0,49.2,83.0,98.0,0
VEH13517,2022-01-14,347691.0,8.0,9.0,65.0,75.0,54.0,0
VEH06567,2022-01-14,375319.0,14.0,8.0,75.8,73.0,53.0,0
VEH87973,2022-01-15,345376.0,11.0,5.0,76.1,45.0,62.0,0
VEH10544,2022-01-16,411602.0,13.0,4.0,75.5,34.0,73.0,0
VEH55945,2022-01-16,28738.0,1.0,9.0,46.7,75.0,82.0,0
VEH71520,2022-01-16,345906.0,10.0,10.0,99.8,61.0,70.0,1
VEH59409,2022-01-16,262365.0,14.0,10.0,51.7,43.0,68.0,0
VEH87514,2022-01-17,420734.0,11.0,4.0,95.6,27.0,51.0,1
VEH80097,2022-01-17,27171.0,0.0,7.0,55.0,55.0,50.0,0
VEH85730,2022-01-17,289541.0,4.0,7.0,82.4,67.0,50.0,0
VEH32313,2022-01-17,719158.0,16.0,4.0,73.7,73.0,44.0,0
VEH91464,2022-01-18,112371.0,5.0,4.0,75.6,78.0,62.0,0
VEH08774,2022-01-18,24008.0,2.0,4.0,92.6,93.0,76.0,0
VEH62467,2022-01-19,13310.0,1.0,3.0,53.8,29.0,64.0,0
VEH10852,2022-01-19,1017650.0,18.0,1.0,38.1,76.0,73.0,1
VEH27785,2022-01-20,384584.0,9.0,0.0,31.8,89.0,76.0,0
VEH68583,2022-01-20,21175.0,0.0,0.0,37.2,42.0,54.0,0
VEH45433,2022-01-20,476132.0,11.0,4.0,92.1,68.0,65.0,1
VEH71518,2022-01-21,921198.0,16.0,10.0,59.1,64.0,84.0,1
VEH87594,2022-01-21,1044917.0,17.0,2.0,32.7,42.0,54.0,1
VEH83984,2022-01-21,562371.0,8.0,2.0,49.3,78.0,82.0,0
VEH61953,2022-01-21,331486.0,6.0,6.0,67.5,64.0,37.0,0
VEH98283,2022-01-22,8527.0,2.0,4.0,38.1,37.0,70.0,0
VEH93434,2022-01-22,683272.0,15.0,5.0,52.4,68.0,56.0,0
VEH44294,2022-01-22,1205587.0,20.0,6.0,86.1,46.0,27.0,0
VEH04615,2022-01-23,112256.0,3.0,4.0,37.8,74.0,48.0,0
VEH08326,2022-01-23,870075.0,19.0,4.0,98.9,45.0,32.0,1
VEH89471,2022-01-24,632609.0,13.0,9.0,49.5,80.0,85.0,0
VEH47468,2022-01-24,754060.0,18.0,,78.4,33.0,87.0,0
VEH85844,2022-01-24,192059.0,6.0,4.0,88.8,107.0,34.0,0
VEH35498,2022-01-24,1142156.0,17.0,3.0,83.9,75.0,83.0,1
VEH48492,2022-01-25,35609.0,2.0,4.0,75.6,62.0,40.0,0
VEH74533,2022-01-25,1010371.0,20.0,7.0,39.2,87.0,34.0,1
VEH97851,2022-01-26,451755.0,12.0,6.0,50.4,81.0,44.0,0
VEH93713,2022-01-26,975787.0,16.0,7.0,50.3,63.0,45.0,1
VEH14267,2022-01-26,729615.0,16.0,10.0,40.9,30.0,63.0,0
VEH29986,2022-01-27,723927.0,14.0,5.0,75.3,57.0,61.0,0
VEH98239,2022-01-27,395682.0,13.0,6.0,42.8,26.0,,0
VEH14373,2022-01-27,864066.0,17.0,0.0,95.9,61.0,76.0,1
VEH13090,2022-01-27,403851.0,13.0,1.0,39.3,42.0,67.0,0
VEH51404,2022-01-28,830888.0,19.0,4.0,46.9,60.0,61.0,0
VEH41308,2022-01-29,948680.0,18.0,9.0,71.1,40.0,79.0,1
VEH88395,2022-01-29,696158.0,19.0,9.0,98.6,65.0,81.0,0
VEH23814,2022-01-29,385067.0,9.0,0.0,60.6,21.0,48.0,0
VEH56844,2022-01-29,263102.0,12.0,2.0,34.5,73.0,68.0,0
VEH79187,2022-01-29,33694.0,0.0,7.0,72.0,27.0,31.0,0
VEH98532,2022-01-29,957555.0,16.0,8.0,45.1,60.0,53.0,0
VEH01730,2022-01-30,27819.0,2.0,0.0,52.4,78.0,82.0,0
VEH96165,2022-01-30,1036879.0,20.0,1.0,68.9,46.0,35.0,0
VEH64389,2022-01-30,112769.0,3.0,4.0,74.8,84.0,84.0,0
VEH08956,2022-01-30,434733.0,10.0,0.0,55.9,18.0,42.0,0
VEH11271,2022-01-31,763299.0,18.0,11.0,58.1,95.0,48.0,0
VEH51973,2022-01-31,39863.0,1.0,3.0,31.5,66.0,102.0,0
VEH80842,2022-01-31,943436.0,17.0,8.0,69.9,28.0,41.0,1
VEH33701,2022-01-31,936942.0,20.0,2.0,47.9,49.0,69.0,1
VEH64757,2022-02-01,577425.0,9.0,0.0,66.7,72.0,76.0,0
VEH28494,2022-02-01,1025410.0,19.0,3.0,67.9,44.0,83.0,1
VEH99800,2022-02-01,30718.0,0.0,2.0,41.9,35.0,96.0,0
VEH01112,2022-02-01,12442.0,3.0,9.0,63.7,81.0,71.0,0
VEH28119,2022-02-02,193573.0,6.0,1.0,36.7,81.0,76.0,0
VEH94247,2022-02-03,1191780.0,16.0,7.0,92.8,74.0,85.0,1
VEH12503,2022-02-03,195487.0,3.0,4.0,59.6,88.0,54.0,0
VEH40596,2022-02-03,143524.0,5.0,3.0,85.5,25.0,100.0,0
VEH48273,2022-02-03,1065537.0,17.0,4.0,95.6,41.0,113.0,0
VEH82777,2022-02-03,579648.0,14.0,11.0,93.9,26.0,54.0,1
VEH47581,2022-02-03,454303.0,13.0,2.0,49.3,89.0,64.0,0
VEH14265,2022-02-03,167929.0,5.0,2.0,42.3,49.0,74.0,0
VEH47065,2022-02-03,105963.0,7.0,2.0,88.3,51.0,38.0,1
VEH96411,2022-02-04,913408.0,17.0,3.0,65.0,87.0,72.0,1
VEH36407,2022-02-04,558241.0,9.0,4.0,53.0,36.0,111.0,0
VEH74226,2022-02-04,922282.0,18.0,6.0,60.4,63.0,92.0,1
VEH83153,2022-02-05,173710.0,8.0,6.0,35.9,46.0,45.0,0
VEH39791,2022-02-05,63214.0,3.0,7.0,78.0,50.0,82.0,0
VEH71183,2022-02-05,655906.0,13.0,2.0,49.5,81.0,60.0,0
VEH33694,2022-02-05,443412.0,14.0,1.0,85.1,40.0,67.0,0
VEH09347,2022-02-06,29219.0,0.0,9.0,54.5,22.0,34.0,0
VEH26953,2022-02-06,963607.0,20.0,10.0,37.7,67.0,50.0,1
VEH47236,2022-02-06,1151562.0,19.0,7.0,43.4,63.0,88.0,1
VEH62248,2022-02-06,233532.0,11.0,2.0,81.9,39.0,56.0,0
VEH08804,2022-02-06,693936.0,14.0,4.0,96.8,74.0,87.0,0
VEH65835,2022-02-07,368036.0,5.0,5.0,57.0,69.0,53.0,0
VEH07956,2022-02-07,1117967.0,16.0,3.0,58.5,73.0,52.0,1
VEH46958,2022-02-07,946143.0,16.0,7.0,84.5,24.0,54.0,0
VEH78695,2022-02-08,130087.0,5.0,10.0,49.7,32.0,89.0,0
VEH48875,2022-02-08,702250.0,20.0,8.0,79.0,25.0,81.0,0
VEH66267,2022-02-08,133909.0,4.0,4.0,32.9,70.0,79.0,0
VEH26104,2022-02-08,479086.0,9.0,6.0,81.7,46.0,62.0,0
VEH57092,2022-02-08,785979.0,20.0,7.0,45.6,19.0,49.0,0
VEH91905,2022-02-08,327856.0,15.0,10.0,30.3,66.0,30.0,0
VEH66424,2022-02-09,1039786.0,18.0,8.0,97.7,60.0,100.0,1
VEH41680,2022-02-09,949170.0,16.0,4.0,80.6,94.0,46.0,1
VEH06924,2022-02-09,437410.0,10.0,9.0,46.3,67.0,44.0,0
VEH27350,2022-02-09,729553.0,11.0,9.0,71.3,74.0,109.0,0
VEH31860,2022-02-09,666061.0,12.0,1.0,62.2,46.0,54.0,0
VEH53743,2022-02-10,246842.0,5.0,3.0,99.4,42.0,76.0,0
VEH54238,2022-02-10,28710.0,3.0,8.0,63.3,22.0,58.0,0
VEH04111,2022-02-10,538854.0,15.0,5.0,85.8,64.0,90.0,0
VEH97401,2022-02-10,372183.0,7.0,1.0,31.8,49.0,70.0,0
VEH07244,2022-02-10,235660.0,5.0,6.0,66.6,81.0,50.0,0
VEH77755,2022-02-10,302503.0,13.0,1.0,91.0,34.0,76.0,1
VEH45359,2022-02-10,444147.0,8.0,1.0,72.8,57.0,61.0,0
VEH08116,2022-02-11,40127.0,2.0,7.0,61.2,93.0,37.0,0
VEH69280,2022-02-11,749024.0,19.0,10.0,94.8,71.0,102.0,1
VEH92218,2022-02-11,396276.0,5.0,5.0,74.0,26.0,43.0,0
VEH69841,2022-02-11,714869.0,14.0,6.0,38.1,78.0,67.0,0
VEH79891,2022-02-12,793324.0,20.0,9.0,51.2,24.0,91.0,0
VEH73931,2022-02-12,137498.0,6.0,4.0,78.3,23.0,78.0,0
VEH27427,2022-02-12,478593.0,9.0,3.0,72.4,24.0,59.0,0
VEH29684,2022-02-13,169189.0,5.0,7.0,64.1,53.0,96.0,0
VEH86366,2022-02-13,125207.0,6.0,1.0,91.6,46.0,32.0,1
VEH26422,2022-02-14,1089936.0,20.0,9.0,75.7,30.0,95.0,1
VEH26569,2022-02-14,15780.0,1.0,2.0,56.5,87.0,101.0,0
VEH39992,2022-02-14,274511.0,11.0,6.0,96.3,74.0,58.0,0
VEH02743,2022-02-14,10400.0,2.0,5.0,41.8,43.0,67.0,0
VEH78046,2022-02-14,917312.0,20.0,7.0,51.1,46.0,61.0,1
VEH34127,2022-02-15,158743.0,6.0,8.0,81.7,90.0,37.0,0
VEH37624,2022-02-15,1056295.0,16.0,5.0,88.2,31.0,33.0,1
VEH70340,2022-02-15,735878.0,17.0,2.0,58.0,43.0,90.0,1
VEH67644,2022-02-15,565541.0,14.0,6.0,31.3,24.0,74.0,0
VEH81407,2022-02-15,39144.0,2.0,9.0,84.0,20.0,74.0,0
VEH21001,2022-02-15,911580.0,16.0,4.0,67.2,39.0,61.0,0
VEH68459,2022-02-15,525109.0,15.0,3.0,85.8,86.0,37.0,1
VEH23027,2022-02-15,919565.0,17.0,5.0,76.8,80.0,67.0,1
VEH74723,2022-02-15,476669.0,9.0,4.0,97.3,75.0,85.0,0
VEH26600,2022-02-16,478108.0,11.0,1.0,89.0,34.0,37.0,1
VEH39724,2022-02-17,14231.0,5.0,4.0,80.3,76.0,78.0,0
VEH35191,2022-02-17,975585.0,18.0,3.0,95.2,53.0,81.0,1
VEH09423,2022-02-18,1145255.0,19.0,8.0,86.6,63.0,65.0,1
VEH70644,2022-02-18,890566.0,19.0,0.0,63.9,35.0,88.0,1
VEH96745,2022-02-19,193967.0,3.0,9.0,92.4,43.0,74.0,0
VEH29105,2022-02-19,526063.0,8.0,11.0,75.4,58.0,43.0,0
VEH05475,2022-02-20,431734.0,10.0,6.0,58.3,56.0,55.0,0
VEH09006,2022-02-20,528618.0,10.0,0.0,45.7,66.0,68.0,0
VEH72903,2022-02-20,758481.0,17.0,5.0,93.9,71.0,87.0,0
VEH42665,2022-02-21,38916.0,1.0,3.0,87.0,31.0,101.0,0
VEH08687,2022-02-21,948352.0,18.0,8.0,43.1,48.0,,1
VEH54108,2022-02-21,7284.0,1.0,5.0,56.7,31.0,64.0,0
VEH78853,2022-02-22,293937.0,13.0,9.0,73.0,30.0,34.0,0
VEH73951,2022-02-22,8420.0,2.0,8.0,60.1,80.0,69.0,0
VEH02250,2022-02-22,217002.0,4.0,4.0,63.4,30.0,68.0,0
VEH79783,2022-02-24,234062.0,3.0,0.0,95.2,76.0,50.0,1
VEH15325,2022-02-24,433288.0,7.0,11.0,42.8,76.0,101.0,0
VEH63094,2022-02-24,435253.0,15.0,4.0,97.7,62.0,83.0,0
VEH92431,2022-02-24,155640.0,7.0,0.0,92.9,47.0,82.0,0
VEH38660,2022-02-24,17288.0,0.0,3.0,85.2,50.0,36.0,0
VEH57272,2022-02-25,351339.0,12.0,10.0,43.6,76.0,66.0,0
VEH43037,2022-02-25,14903.0,0.0,8.0,48.0,47.0,27.0,1
VEH20570,2022-02-25,455110.0,12.0,5.0,71.9,45.0,42.0,0
VEH53019,2022-02-25,753245.0,13.0,6.0,93.4,60.0,49.0,0
VEH87423,2022-02-25,146521.0,3.0,6.0,90.1,45.0,52.0,1
VEH43386,2022-02-25,738326.0,19.0,5.0,70.0,65.0,63.0,0
VEH01385,2022-02-26,556288.0,10.0,6.0,39.4,39.0,38.0,0
VEH50418,2022-02-26,192467.0,7.0,3.0,93.3,50.0,70.0,0
VEH04341,2022-02-26,32378.0,0.0,3.0,31.5,80.0,66.0,0
VEH55572,2022-02-26,1090216.0,17.0,9.0,63.3,64.0,31.0,1
VEH47180,2022-02-26,7487.0,0.0,3.0,74.1,35.0,77.0,0
VEH04420,2022-02-26,9230.0,2.0,0.0,80.2,33.0,72.0,0
VEH87869,2022-02-26,408817.0,5.0,4.0,88.8,26.0,39.0,0
VEH28022,2022-02-27,338424.0,11.0,9.0,63.4,44.0,67.0,0
VEH96644,2022-02-27,152333.0,7.0,,55.3,37.0,75.0,0
VEH90192,2022-02-27,719456.0,12.0,7.0,35.5,68.0,91.0,0
VEH48051,2022-02-27,41355.0,2.0,1.0,52.5,46.0,74.0,0
VEH88026,2022-02-28,848088.0,17.0,3.0,75.8,22.0,45.0,1
VEH62809,2022-02-28,702247.0,11.0,3.0,38.1,66.0,86.0,0
VEH85663,2022-02-28,479152.0,9.0,5.0,81.4,80.0,66.0,0
VEH70484,2022-03-01,504098.0,,10.0,42.2,24.0,42.0,0
VEH07498,2022-03-01,430216.0,8.0,5.0,50.7,36.0,35.0,1
VEH58723,2022-03-01,711814.0,16.0,1.0,92.2,75.0,62.0,1
VEH31096,2022-03-02,289377.0,13.0,9.0,99.4,66.0,79.0,0
VEH53384,2022-03-02,39276.0,2.0,3.0,91.1,92.0,33.0,1
VEH21122,2022-03-02,1086280.0,16.0,3.0,53.6,74.0,82.0,1
VEH38733,2022-03-02,976007.0,17.0,3.0,31.5,39.0,60.0,0
VEH77913,2022-03-03,201930.0,4.0,0.0,64.4,52.0,89.0,0
VEH97789,2022-03-03,634440.0,14.0,10.0,48.9,50.0,74.0,0
VEH76623,2022-03-04,147157.0,3.0,0.0,75.0,101.0,98.0,0
VEH73765,2022-03-04,12366.0,1.0,4.0,34.0,50.0,95.0,0
VEH03556,2022-03-04,550821.0,12.0,4.0,48.7,75.0,45.0,0
VEH57456,2022-03-04,7326.0,2.0,0.0,41.3,26.0,32.0,1
VEH58364,2022-03-04,1071863.0,19.0,6.0,43.5,80.0,51.0,1
VEH57477,2022-03-05,240916.0,12.0,5.0,72.0,42.0,27.0,1
VEH54188,2022-03-05,344610.0,7.0,3.0,66.3,21.0,75.0,0
VEH36544,2022-03-05,649373.0,13.0,,97.0,50.0,40.0,0
