ID маршрута,Дата отправки,Расстояние (км),Средняя скорость (км/ч),Загруженность дорог,Погодные условия,Тип транспорта,Вес груза (кг),Время суток,День недели,Фактическое время в пути (часы)
RT55677,2022-12-18,1068,43,Малая,Туман,Грузовик,17135.0,Ночь,Воскресенье,22
MR66735,2022-12-18,503,60,Малая,Туман,Фургон,,День,Воскресенье,7
RT80722,2022-12-18,665,59,Малая,Туман,Прицеп,14568.0,Вечер,Воскресенье,9
RT80977,2022-12-18,874,45,Малая,,Прицеп,15871.0,Вечер,Воскресенье,18
MR48815,2022-12-18,10,59,Малая,Туман,Фургон,28952.0,Вечер,Воскресенье,1
RT77895,2022-12-18,352,83,Средняя,Туман,Прицеп,21420.0,Вечер,Воскресенье,5
RT67150,2022-12-18,520,59,Средняя,Туман,Прицеп,17245.0,Ночь,Воскресенье,14
MR13174,2022-12-19,1679,88,Малая,Ясно,Фургон,10010.0,День,Понедельник,20
RTE22435,2022-12-19,785,80,Средняя,Ясно,Прицеп,17441.0,День,Понедельник,9
RTE92043,2022-12-19,293,85,Малая,Ясно,Грузовик,,Ночь,Понедельник,5
MR92995,2022-12-19,1190,66,Малая,Ясно,Прицеп,17546.0,Ночь,Понедельник,19
RTE57534,2022-12-20,1719,62,Средняя,Снег,Прицеп,13080.0,День,Вторник,27
RT55359,2022-12-20,1560,49,Средняя,Снег,Грузовик,327.0,Ночь,Вторник,27
RTE70219,2022-12-20,1752,42,Высокая,Снег,Фургон,9740.0,Вечер,Вторник,39
MR92543,2022-12-20,494,58,Средняя,Снег,Фургон,15201.0,Ночь,Вторник,10
MR93222,2022-12-20,761,78,Средняя,Снег,Прицеп,11737.0,Вечер,Вторник,12
MR63984,2022-12-20,1411,46,Высокая,Снег,Грузовик,23828.0,Вечер,Вторник,36
RTE56688,2022-12-20,1080,35,Высокая,Снег,Прицеп,17968.0,Вечер,Вторник,39
RT31908,2022-12-20,1751,45,Средняя,Снег,Грузовик,19672.0,Утро,Вторник,38
MR72486,2022-12-20,1601,63,Средняя,Снег,Грузовик,26603.0,День,Вторник,29
RTE86100,2022-12-21,386,47,Высокая,Ясно,Фургон,6135.0,Вечер,Среда,9
RT21474,2022-12-21,352,55,Высокая,,Прицеп,1671.0,Утро,Среда,6
RT31463,2022-12-21,1521,40,Высокая,Ясно,Фургон,13608.0,Утро,Среда,32
RTE36871,2022-12-21,537,73,Средняя,Ясно,Грузовик,11020.0,Утро,Среда,8
MR98599,2022-12-21,1502,73,Высокая,Ясно,Грузовик,8807.0,Вечер,Среда,21
RTE60563,2022-12-22,706,32,Средняя,Снег,Грузовик,25142.0,День,Четверг,10
RT14468,2022-12-22,1362,72,Средняя,Снег,Фургон,13986.0,Ночь,Четверг,18
MR48482,2022-12-22,176,60,Средняя,Снег,Фургон,15290.0,Ночь,Четверг,3
RTE18953,2022-12-22,875,58,Средняя,Снег,Грузовик,17810.0,Вечер,Четверг,13
MR46303,2022-12-22,1271,61,Средняя,Снег,Фургон,18984.0,Ночь,Четверг,23
MR17632,2022-12-22,77,42,Высокая,Снег,Прицеп,4385.0,Утро,Четверг,4
RTE54977,2022-12-23,307,40,Высокая,Ясно,Фургон,26376.0,Вечер,Понедельник,9
MR12768,2022-12-23,979,38,Высокая,Снег,Прицеп,16045.0,Вечер,Пятница,32
MR32289,2022-12-23,1202,38,Высокая,Снег,Фургон,13929.0,Вечер,Пятница,37
RTE21989,2022-12-23,684,56,Средняя,Снег,Прицеп,20219.0,Ночь,Пятница,14
RTE44836,2022-12-24,921,65,Малая,Туман,Грузовик,21051.0,Утро,Суббота,18
RT17829,2022-12-25,1727,72,Средняя,Ясно,Грузовик,14799.0,День,Воскресенье,23
MR21604,2022-12-25,739,77,Средняя,Ясно,Фургон,4913.0,Вечер,Воскресенье,11
MR14629,2022-12-25,462,90,Малая,Ясно,Фургон,9698.0,День,Воскресенье,5
MR19753,2022-12-25,96,67,Средняя,Ясно,Грузовик,46.0,День,Воскресенье,1
RT23392,2022-12-26,311,59,Средняя,Снег,Прицеп,22357.0,Вечер,Понедельник,5
MR27674,2022-12-26,44,56,Средняя,Снег,Фургон,4581.0,День,Понедельник,1
MR84336,2022-12-26,1469,40,Высокая,Снег,Грузовик,25825.0,Вечер,Понедельник,28
RT50961,2022-12-26,972,57,Средняя,Снег,Прицеп,8517.0,Вечер,Понедельник,11
MR54430,2022-12-27,84,58,Средняя,Ясно,Грузовик,27733.0,Ночь,Вторник,2
MR28972,2022-12-27,1761,70,Высокая,Ясно,Грузовик,18548.0,Вечер,Вторник,26
RTE80906,2022-12-27,1494,74,Средняя,Ясно,Грузовик,17689.0,День,Вторник,18
MR73515,2022-12-28,1160,53,Высокая,Ясно,Фургон,11797.0,Утро,Среда,19
MR82992,2022-12-28,1390,51,Высокая,Ясно,Фургон,6644.0,Вечер,Среда,26
RTE65204,2022-12-28,1455,57,Высокая,Ясно,Фургон,18806.0,Вечер,Среда,25
RT47629,2022-12-29,1569,67,Высокая,Ясно,Фургон,26025.0,Утро,Четверг,27
MR36380,2022-12-29,1619,62,Средняя,Ясно,Прицеп,9039.0,День,Четверг,26
MR19181,2022-12-29,1614,82,Средняя,Ясно,Грузовик,27478.0,Ночь,Четверг,23
MR55055,2022-12-29,1351,57,Средняя,Ясно,Фургон,9309.0,День,Четверг,22
RT79546,2022-12-29,624,55,Средняя,Ясно,Грузовик,27334.0,Вечер,Четверг,9
RT75316,2022-12-29,1739,57,Высокая,Ясно,Грузовик,12910.0,Вечер,Четверг,34
RTE10008,2022-12-29,308,68,Средняя,Ясно,Фургон,17415.0,Ночь,Четверг,4
MR63950,2022-12-30,1757,61,Средняя,Ясно,Фургон,14483.0,День,Пятница,28
MR19791,2022-12-30,385,79,Средняя,Ясно,Фургон,24764.0,Утро,Пятница,5
RT94203,2022-12-30,1092,50,Высокая,Ясно,Прицеп,26047.0,Вечер,Пятница,21
RTE33061,2022-12-30,1962,49,Высокая,Ясно,Фургон,2115.0,Утро,Пятница,35
RTE62326,2022-12-30,604,67,Средняя,Ясно,Прицеп,10715.0,День,Пятница,8
RT56194,2022-12-30,2108,64,Средняя,Ясно,Прицеп,5436.0,Ночь,Пятница,29
MR59089,2022-12-30,1290,87,Средняя,Ясно,Прицеп,12260.0,Ночь,Пятница,16
RT91438,2022-12-31,1631,64,Малая,Ясно,Грузовик,2127.0,Утро,Суббота,26
MR72532,2022-12-31,1427,94,Средняя,Ясно,Фургон,10932.0,Ночь,Суббота,15
RT44818,2022-12-31,808,92,Малая,Ясно,Грузовик,9092.0,Вечер,Суббота,9
RTE55852,2022-12-31,548,75,Малая,Ясно,Прицеп,12306.0,День,Суббота,7
RT98947,2022-12-31,1859,69,Малая,,Прицеп,15649.0,Утро,Суббота,30
RTE94617,2023-01-01,1607,64,Малая,Туман,Прицеп,,День,Воскресенье,28
RTE89615,2023-01-01,1412,52,Средняя,Туман,Прицеп,3089.0,Утро,Воскресенье,28
RTE31095,2023-01-01,442,61,Средняя,Туман,Прицеп,394.0,Ночь,Воскресенье,6
RT70790,2023-01-01,579,41,Средняя,Туман,Фургон,29649.0,Ночь,Воскресенье,11
RTE11153,2023-01-01,695,65,Средняя,Туман,Фургон,15431.0,Утро,Воскресенье,12
MR89383,2023-01-01,1889,47,Средняя,Туман,Фургон,18955.0,Ночь,Воскресенье,42
RT17435,2023-01-01,1338,62,Средняя,Туман,Прицеп,4565.0,Вечер,Воскресенье,21
RT46578,2023-01-01,1561,75,Малая,Туман,Грузовик,27778.0,День,Воскресенье,29
RT34813,2023-01-01,805,71,Малая,Туман,Фургон,637.0,Вечер,Воскресенье,13
RT44049,2023-01-02,713,42,Высокая,Снег,Грузовик,25286.0,Вечер,Понедельник,16
RT10774,2023-01-02,284,60,Средняя,Снег,Фургон,4562.0,Утро,Понедельник,5
MR59326,2023-01-02,437,68,Средняя,Снег,Грузовик,10538.0,День,Понедельник,9
RT94667,2023-01-02,156,50,Средняя,Снег,Грузовик,25619.0,День,Понедельник,3
RT53077,2023-01-02,339,63,Средняя,,Фургон,18202.0,Ночь,Понедельник,6
MR47025,2023-01-02,746,47,Средняя,Снег,Грузовик,13493.0,Ночь,Понедельник,14
RTE70424,2023-01-02,732,64,Средняя,Снег,Грузовик,,Ночь,Понедельник,13
RT16553,2023-01-02,407,71,Средняя,Снег,Фургон,26894.0,Ночь,Понедельник,6
MR27981,2023-01-02,691,73,Средняя,Снег,Прицеп,25355.0,Ночь,Понедельник,10
RTE24892,2023-01-02,1457,70,Высокая,Снег,Фургон,22376.0,Утро,Понедельник,32
RT15124,2023-01-02,470,41,Высокая,Снег,Фургон,22317.0,Утро,Понедельник,15
RT87247,2023-01-02,650,51,Высокая,Снег,Грузовик,29068.0,Утро,Понедельник,15
MR34093,2023-01-03,490,79,Средняя,Шторм,Фургон,28847.0,Ночь,Вторник,7
RTE46886,2023-01-03,1905,56,Средняя,Шторм,Фургон,8431.0,Утро,Вторник,33
RTE39382,2023-01-03,831,63,Средняя,,Прицеп,3734.0,Ночь,Вторник,18
RTE28677,2023-01-03,368,45,Высокая,Шторм,Грузовик,26652.0,Вечер,Вторник,12
RT92272,2023-01-03,1686,43,Высокая,Шторм,Грузовик,7121.0,Утро,Вторник,39
MR20045,2023-01-03,307,78,Средняя,Шторм,Фургон,24020.0,Ночь,Вторник,4
MR12899,2023-01-03,1647,72,Малая,Туман,Фургон,7862.0,Вечер,Суббота,23
RT86066,2023-01-04,958,58,Средняя,Снег,Фургон,20516.0,Ночь,Среда,16
RT19779,2023-01-04,934,76,Средняя,Снег,Прицеп,12424.0,Утро,Среда,12
RT54336,2023-01-04,989,44,Высокая,Снег,Фургон,29701.0,Утро,Среда,19
RT46830,2023-01-04,1696,65,Средняя,,Фургон,13903.0,Утро,Среда,28
MR62067,2023-01-04,1403,30,Высокая,Снег,Грузовик,5858.0,Вечер,Среда,34
MR27842,2023-01-04,1027,35,Высокая,Снег,Прицеп,5812.0,Утро,Среда,35
RTE82019,2023-01-04,1286,60,Средняя,Снег,Фургон,4902.0,Утро,Среда,21
RTE73527,2023-01-04,1019,46,Средняя,Снег,Грузовик,28018.0,Ночь,Среда,17
MR35000,2023-01-04,877,74,Средняя,,Грузовик,6035.0,Ночь,Среда,11
RT74979,2023-01-05,1536,76,Малая,Ясно,Грузовик,3220.0,Ночь,Четверг,23
MR53346,2023-01-05,1501,82,Малая,Ясно,Грузовик,5968.0,Ночь,Четверг,19
RT63812,2023-01-05,1567,48,Высокая,Ясно,Грузовик,12973.0,Вечер,Четверг,35
RT53192,2023-01-05,1019,84,Средняя,Ясно,Грузовик,,День,Четверг,13
RT28711,2023-01-05,1767,66,Средняя,Ясно,Прицеп,16369.0,День,Четверг,19
RTE59539,2023-01-05,601,77,Малая,Ясно,Грузовик,,День,Четверг,9
RT59212,2023-01-06,1038,70,Средняя,Снег,Фургон,,День,Пятница,18
MR71796,2023-01-06,410,34,Высокая,Снег,Грузовик,10448.0,Вечер,Пятница,10
RT41435,2023-01-06,306,51,Средняя,Снег,Прицеп,11331.0,День,Пятница,6
MR13530,2023-01-06,954,36,Высокая,Снег,Прицеп,19172.0,Утро,Пятница,32
RT49518,2023-01-06,1392,50,Средняя,Снег,Прицеп,14395.0,День,Пятница,25
RTE86192,2023-01-06,1613,61,Средняя,Снег,Прицеп,5207.0,День,Пятница,28
MR74137,2023-01-07,1659,50,Малая,Ясно,Прицеп,22200.0,Утро,Суббота,24
MR58460,2023-01-07,1340,53,Средняя,Ясно,Грузовик,17552.0,День,Суббота,21
RT35777,2023-01-07,68,100,Средняя,Ясно,Прицеп,11932.0,День,Суббота,1
RTE75259,2023-01-07,696,65,Малая,Ясно,Прицеп,4629.0,Утро,Суббота,12
MR51267,2023-01-08,1277,75,Малая,Ясно,Фургон,13272.0,Вечер,Воскресенье,18
RT50316,2023-01-08,1974,52,Малая,Ясно,Фургон,9895.0,Вечер,Воскресенье,32
RTE79367,2023-01-08,181,69,Малая,Ясно,Грузовик,24248.0,Утро,Воскресенье,3
MR74638,2023-01-09,759,47,Средняя,Снег,Прицеп,,Вечер,Понедельник,13
RTE47869,2023-01-09,841,68,Средняя,Снег,Грузовик,6322.0,Утро,Понедельник,11
RT50764,2023-01-09,1649,70,Средняя,Снег,Рефрижератор,688.0,Утро,Понедельник,28
MR20987,2023-01-09,108,58,Средняя,Снег,Прицеп,13429.0,Ночь,Понедельник,2
MR21406,2023-01-09,775,63,Средняя,Снег,Грузовик,10236.0,День,Понедельник,13
MR60708,2023-01-09,449,43,Высокая,Снег,Фургон,,Вечер,Понедельник,13
MR68992,2023-01-09,853,65,Средняя,Снег,Фургон,16270.0,Ночь,Понедельник,12
RT98581,2023-01-09,1414,35,Высокая,Снег,Прицеп,,Утро,Понедельник,35
RTE37762,2023-01-09,2112,31,Высокая,Снег,Рефрижератор,16360.0,Вечер,Понедельник,56
MR97929,2023-01-09,364,59,Средняя,Снег,Прицеп,26206.0,День,Понедельник,6
RT41648,2023-01-09,1609,65,Средняя,Снег,Фургон,9740.0,Ночь,Вторник,29
RT23306,2023-01-09,781,71,Средняя,Снег,Фургон,19709.0,День,Понедельник,14
MR52289,2023-01-09,391,37,Высокая,Снег,Грузовик,1068.0,Утро,Понедельник,12
MR53859,2023-01-10,212,73,Малая,Туман,Грузовик,15906.0,Ночь,Вторник,4
MR37775,2023-01-11,1430,93,Средняя,Ясно,Прицеп,20699.0,Утро,Среда,19
RT56117,2023-01-11,988,84,Малая,Ясно,Прицеп,17645.0,День,Среда,13
RTE99436,2023-01-11,889,82,Средняя,Ясно,Фургон,18049.0,День,Среда,12
RT36353,2023-01-11,1726,85,Средняя,Ясно,Прицеп,20993.0,Ночь,Среда,20
RTE19253,2023-01-11,504,99,Малая,Ясно,Прицеп,14930.0,День,Среда,5
RT25638,2023-01-11,383,56,Малая,Ясно,Грузовик,278.0,Ночь,Среда,5
RT90483,2023-01-11,211,100,Малая,,Грузовик,11385.0,Ночь,Среда,2
RTE80374,2023-01-11,793,81,Малая,Ясно,Фургон,15071.0,День,Среда,9
RT42210,2023-01-12,1595,52,Высокая,Ясно,Прицеп,22474.0,Вечер,Четверг,35
RT89000,2023-01-12,27,42,Высокая,Ясно,Прицеп,1941.0,Утро,Четверг,1
RT73911,2023-01-12,2022,65,Высокая,Ясно,Грузовик,17009.0,Вечер,Четверг,33
RT54019,2023-01-12,605,43,Высокая,,Прицеп,27782.0,Вечер,Четверг,15
MR97370,2023-01-13,345,76,Средняя,Ясно,Прицеп,29095.0,Вечер,Пятница,5
MR82330,2023-01-13,1227,66,Малая,Ясно,Грузовик,24549.0,Ночь,Пятница,18
MR48667,2023-01-13,212,73,Средняя,Ясно,Грузовик,20403.0,Ночь,Пятница,2
MR34015,2023-01-13,1426,59,Средняя,Ясно,Грузовик,26917.0,Утро,Пятница,27
RTE70287,2023-01-13,1756,67,Средняя,,Грузовик,22657.0,Вечер,Пятница,23
MR78091,2023-01-13,1310,62,Высокая,,Фургон,21142.0,Вечер,Пятница,21
RTE38934,2023-01-13,238,78,Малая,,Прицеп,21354.0,Ночь,Пятница,3
RT62495,2023-01-13,1985,81,Средняя,Ясно,Грузовик,13431.0,День,Пятница,27
