ID заказа,Дата заказа,Тип клиента,Категория груза,Вес груза (кг),Объём груза (м³),Требуемое время доставки (дней),Расстояние до клиента (км),Особые условия,Приоритет доставки
OD98317,2022-11-02,Корпоративный,Одежда,1556.26,8.41,5.0,290.0,Требуется аккуратность,Средний
OR32139,2022-11-02,Корпоративный,Медикаменты,379.73,1.61,1.0,78.0,Требуется холод,Высокий
OC59281,2022-11-02,Частный,Стройматериалы,785.86,3.72,10.0,711.0,Требуется холод,
OC79719,2022-11-02,Частный,Стройматериалы,70.34,0.37,1.0,130.0,Требуется холод,Высокий
OC70637,2022-11-02,Частный,Стройматериалы,2354.07,10.16,8.0,638.0,Требуется аккуратность,Низкий
OR50167,2022-11-02,Корпоративный,Стройматериалы,1540.57,7.83,2.0,207.0,Требуется аккуратность,Средний
OC15020,2022-11-02,Частный,Стройматериалы,2395.74,10.13,8.0,643.0,Требуется аккуратность,Низкий
OC47998,,Частный,Продукты питания,937.99,4.22,1.0,50.0,Требуется холод,Высокий
OD44963,2022-11-02,Частный,Техника,2708.44,14.6,13.0,785.0,Требуется аккуратность,Низкий
OD25987,2022-11-02,Частный,Одежда,767.96,3.21,1.0,39.0,Требуется аккуратность,Высокий
OR95387,2022-11-02,Корпоративный,Техника,,16.33,6.0,749.0,Требуется аккуратность,Низкий
OD17412,2022-11-02,Частный,Стройматериалы,357.79,1.56,25.0,2218.0,Требуется холод,
OD20952,2022-11-02,Корпоративный,Стройматериалы,23961.2,136.31,13.0,1469.0,Требуется холод,
OR60721,2022-11-02,Частный,Продукты питания,2148.1,12.64,15.0,803.0,Требуется аккуратность,Низкий
OR61373,2022-11-03,Частный,Одежда,356.7,2.14,1.0,98.0,Требуется аккуратность,Высокий
OC41784,2022-11-03,Корпоративный,Продукты питания,10263.9,56.96,11.0,796.0,Нет,
OR37822,2022-11-03,Корпоративный,Медикаменты,585.93,3.05,1.0,58.0,Требуется холод,Высокий
,2022-11-03,Корпоративный,Одежда,727.58,3.47,,189.0,Нет,Высокий
OR74400,2022-11-03,Корпоративный,Одежда,382.26,1.98,1.0,36.0,Нет,Высокий
,2022-11-03,Корпоративный,Одежда,1695.89,7.54,4.0,264.0,Требуется аккуратность,Средний
OR38155,,Частный,Одежда,2787.66,14.33,10.0,507.0,Требуется аккуратность,Низкий
OR89682,2022-11-03,Корпоративный,Продукты питания,523.53,2.29,3.0,204.0,Требуется холод,Высокий
OC30516,2022-11-04,Корпоративный,Одежда,70.55,0.32,2.0,184.0,Требуется холод,Высокий
OD72342,2022-11-04,Частный,Медикаменты,344.14,1.94,1.0,145.0,Требуется холод,Высокий
OC86741,2022-11-04,Корпоративный,Медикаменты,320.33,1.53,2.0,219.0,Требуется холод,Высокий
OD12556,2022-11-04,Частный,Медикаменты,2512.65,11.44,,768.0,Требуется аккуратность,Низкий
OC60469,2022-11-04,Частный,Одежда,481.53,2.77,1.0,87.0,Требуется аккуратность,Высокий
OC44819,2022-11-04,Частный,Продукты питания,642.69,3.7,4.0,251.0,Требуется холод,Высокий
OC79636,2022-11-04,Корпоративный,Стройматериалы,339.15,,1.0,102.0,Нет,Высокий
OC43671,2022-11-04,Частный,Медикаменты,657.65,3.01,1.0,95.0,Требуется холод,Высокий
,2022-11-04,Частный,Медикаменты,595.01,2.43,1.0,24.0,Требуется холод,Высокий
OC11178,2022-11-04,Частный,Одежда,1782.9,7.9,4.0,444.0,Требуется аккуратность,Средний
OR29604,2022-11-04,Частный,Одежда,434.68,1.94,2.0,158.0,,Высокий
OR74824,2022-11-04,Корпоративный,Медикаменты,386.94,1.93,1.0,77.0,Требуется холод,Высокий
OC79437,2022-11-04,Корпоративный,Одежда,655.27,3.25,2.0,147.0,Требуется холод,Высокий
OD11531,2022-11-04,Частный,Техника,208.71,1.02,1.0,31.0,Требуется холод,Высокий
OC51017,2022-11-04,Частный,Продукты питания,677.35,2.81,1.0,77.0,Нет,Высокий
OR56588,2022-11-04,Корпоративный,Продукты питания,2256.79,12.07,16.0,793.0,Требуется аккуратность,Низкий
OC56484,2022-11-04,Частный,Медикаменты,513.09,2.18,1.0,52.0,Требуется холод,Высокий
OR26996,2022-11-04,Частный,Одежда,2734.2,15.03,10.0,819.0,Требуется аккуратность,Низкий
OD54074,2022-11-04,Частный,Стройматериалы,1508.52,6.53,5.0,258.0,Нет,Средний
OR90053,2022-11-04,Частный,Медикаменты,649.73,3.36,1.0,89.0,Требуется холод,Высокий
OR54915,,Корпоративный,Медикаменты,,2.75,1.0,57.0,Требуется холод,Высокий
OD74844,2022-11-04,Корпоративный,Медикаменты,64.84,0.37,1.0,25.0,Требуется холод,Высокий
OC47044,2022-11-04,Корпоративный,Одежда,2415.85,10.63,9.0,644.0,,Низкий
,2022-11-04,Корпоративный,Одежда,1886.19,10.4,4.0,201.0,Нет,Средний
OR87079,2022-11-04,Корпоративный,Продукты питания,2767.04,12.47,8.0,595.0,Нет,Низкий
OD15221,2022-11-04,Корпоративный,Одежда,,,6.0,685.0,Требуется аккуратность,Низкий
OR58548,2022-11-05,Корпоративный,Одежда,1429.03,7.6,,418.0,Требуется аккуратность,Средний
OR11487,2022-11-05,Корпоративный,Продукты питания,773.76,4.54,3.0,214.0,Требуется холод,Высокий
OC47688,2022-11-05,Частный,Одежда,2498.08,11.53,12.0,790.0,Требуется аккуратность,Низкий
OC80809,2022-11-05,Корпоративный,Стройматериалы,1249.34,7.05,4.0,330.0,Требуется аккуратность,Средний
OC57630,2022-11-05,Частный,Стройматериалы,336.79,1.44,3.0,279.0,Требуется холод,Высокий
OR33375,2022-11-05,Частный,Медикаменты,175.62,0.95,1.0,126.0,Требуется холод,Высокий
OC80994,2022-11-05,Корпоративный,Стройматериалы,2437.6,10.88,15.0,807.0,Нет,Низкий
OR68318,2022-11-05,Корпоративный,Продукты питания,586.52,2.71,1.0,3.0,Требуется холод,Высокий
OD64693,2022-11-05,Частный,Продукты питания,712.24,3.3,1.0,107.0,Требуется холод,Высокий
OD48852,2022-11-05,Частный,Продукты питания,706.27,3.83,4.0,272.0,Требуется холод,Высокий
OC83639,2022-11-05,Корпоративный,Медикаменты,2773.61,14.76,9.0,671.0,Нет,Низкий
,,Корпоративный,Медикаменты,540.11,2.34,1.0,25.0,Требуется холод,Высокий
OR64595,2022-11-06,Частный,Одежда,1601.14,9.11,4.0,370.0,Нет,Средний
OR78118,2022-11-06,Корпоративный,Стройматериалы,2788.07,12.87,13.0,782.0,Нет,Низкий
OC37923,2022-11-06,Корпоративный,Техника,739.0,3.4,1.0,15.0,Нет,Высокий
OD10437,2022-11-06,Частный,Одежда,2481.5,10.81,7.0,638.0,Нет,Низкий
OC77047,2022-11-06,Корпоративный,Стройматериалы,485.53,2.12,1.0,,Требуется холод,Высокий
OD74314,2022-11-06,Корпоративный,Стройматериалы,2888.87,14.57,10.0,747.0,Нет,Низкий
OD15180,2022-11-06,Частный,Одежда,1530.58,7.26,3.0,260.0,Нет,Средний
OC44590,2022-11-06,Частный,Продукты питания,595.22,2.87,1.0,91.0,Требуется холод,Высокий
OD83897,2022-11-06,Корпоративный,Медикаменты,549.75,2.63,1.0,53.0,Требуется холод,Высокий
OC36591,2022-11-06,Частный,Стройматериалы,460.59,2.47,1.0,80.0,Требуется холод,Высокий
OD98113,,Частный,Техника,2689.92,11.21,9.0,553.0,Нет,Низкий
OC27117,2022-11-06,Корпоративный,Стройматериалы,465.27,,2.0,235.0,Требуется холод,Высокий
OD68215,2022-11-06,Корпоративный,Техника,478.76,2.21,3.0,178.0,Требуется холод,Высокий
OR83653,2022-11-06,Частный,Продукты питания,2383.91,14.11,6.0,,Требуется аккуратность,Низкий
OC66270,2022-11-06,Корпоративный,Стройматериалы,578.39,2.87,2.0,144.0,Требуется холод,Высокий
OD93013,2022-11-07,Корпоративный,Медикаменты,665.39,2.84,1.0,92.0,Требуется холод,Высокий
,2022-11-07,Корпоративный,Техника,323.19,1.62,1.0,5.0,Нет,Высокий
OD37377,2022-11-07,Корпоративный,Стройматериалы,2614.16,14.84,7.0,740.0,Требуется аккуратность,Низкий
OC93143,2022-11-07,Корпоративный,Стройматериалы,409.45,1.93,1.0,38.0,Требуется аккуратность,Высокий
OC30385,2022-11-07,Частный,Техника,886.33,4.51,14.0,1670.0,Требуется аккуратность,
OR74576,2022-11-07,Частный,Продукты питания,396.41,2.31,2.0,142.0,Требуется холод,Высокий
OR76974,2022-11-07,Корпоративный,Одежда,7154.21,36.57,11.0,1234.0,Требуется холод,
OC53168,2022-11-07,Частный,Стройматериалы,614.26,3.27,2.0,173.0,Требуется холод,Высокий
OC93045,2022-11-07,Частный,Продукты питания,1431.89,5.79,2.0,254.0,Нет,Средний
OR26193,2022-11-07,Частный,Медикаменты,804.02,4.51,3.0,275.0,Требуется холод,Высокий
OC95613,2022-11-07,Частный,Медикаменты,305.15,1.73,1.0,15.0,Требуется холод,Высокий
