Расстояние (км),Вес груза (кг),Объём груза (м³),Плотность (кг/м³),Стоимость топлива (тенге/л),Тип груза,Тип транспорта,Зарплата водителя (тенге),Налоги и сборы (тенге),Стоимость доставки (тенге)
2575.0,10911.0,59.3,184.0,207.0,Мебель,Тент,168399.0,39613.0,391943.0
1604.0,1430.0,2.564370522934632,558.0,182.0,Продукты,Рефрижератор,121017.0,19010.0,269585.0
1911.0,5646.0,23.30839364681852,242.0,194.0,Техника,Грузовик,198698.0,40978.0,309339.0
1049.0,30330.0,92.9,326.0,255.0,Техника,Грузовик,156492.0,33280.0,200655.0
144.0,17996.0,38.9,463.0,245.0,Одежда,Грузовик,165214.0,26679.0,163409.0
151.0,3838.0,18.0,213.0,229.0,Техника,Грузовик,175542.0,40804.0,196080.0
,20898.0,25.5,820.0,189.0,Стройматериалы,Тент,156603.0,25130.0,
391.0,33125.0,104.6,317.0,205.0,Продукты,Грузовик,134099.0,24105.0,186840.0
2875.0,27217.0,25.1,1084.0,215.0,Стройматериалы,Грузовик,180013.0,37207.0,332145.0
564.0,15909.0,26.0,612.0,229.0,Одежда,Грузовик,180241.0,40919.0,210673.0
2137.0,3419.0,10.2,335.0,238.0,Техника,Грузовик,107000.0,25895.0,234138.0
2830.0,17322.0,81.6,212.0,250.0,Стройматериалы,Грузовик,108237.0,17507.0,290191.0
1198.0,23278.0,47.2,493.0,243.0,Одежда,Грузовик,172019.0,31543.0,234420.0
2169.0,5736.0,64.0,90.0,212.0,Мебель,Тент,152945.0,28658.0,335070.0
1051.0,32709.0,67.3,486.0,185.0,Стройматериалы,Тент,192498.0,44356.0,280260.0
984.0,7629.0,53.7,142.0,216.0,Мебель,Грузовик,122478.0,23766.0,209695.0
631.0,7360.0,82.2,90.0,211.0,Мебель,Грузовик,,,219578.0
2481.0,23580.0,89.3,264.0,215.0,Техника,Грузовик,165057.0,30626.0,273665.0
848.0,7050.0,38.2,185.0,201.0,Мебель,Грузовик,176865.0,39227.0,240050.0
887.0,17519.0,34.2,512.0,193.0,Одежда,Тент,,,186541.0
2854.0,2733.0,19.3,142.0,189.0,Мебель,Грузовик,194425.0,41803.0,368720.0
999.0,32558.0,54.8,594.0,238.0,Продукты,Грузовик,130518.0,22995.0,226269.0
1262.0,4151.0,39.4,105.0,210.0,Мебель,Грузовик,165805.0,39380.0,288428.0
2994.0,25856.0,65.8,393.0,217.0,Стройматериалы,Тент,107598.0,22069.0,301481.0
1205.0,1409.0,7.7,183.0,241.0,Мебель,Тент,182502.0,27777.0,265289.0
1111.0,10001.0,37.4,267.0,244.0,Техника,Грузовик,127470.0,30051.0,186097.0
2443.0,21837.0,65.0,336.0,214.0,Одежда,Грузовик,160331.0,38994.0,279202.0
1027.0,7204.0,36.1,200.0,259.0,Мебель,Тент,124264.0,21672.0,200733.0
783.0,1082.0,2.1,515.0,259.0,Продукты,Грузовик,120146.0,27172.0,229892.0
1246.0,1105.0,1.7939807295960355,616.0,196.0,Продукты,Рефрижератор,157868.0,35726.0,374815.0
2227.0,1653.0,19.5,85.0,237.0,Мебель,Грузовик,194719.0,47347.0,385399.0
220.0,1963.0,4.281651460063172,458.0,213.0,Продукты,Тент,177793.0,38725.0,236959.0
1124.0,4632.0,45.2,102.0,237.0,Мебель,Тент,163610.0,29927.0,271687.0
1041.0,34228.0,47.2,725.0,253.0,Стройматериалы,Грузовик,167830.0,40305.0,249509.0
812.0,34639.0,60.5,573.0,228.0,Стройматериалы,Тент,162922.0,38941.0,249497.0
2023.0,22487.0,85.0,265.0,184.0,Техника,Тент,141917.0,30202.0,263114.0
970.0,19205.0,26.3,730.0,246.0,Стройматериалы,Грузовик,180372.0,41452.0,271888.0
1787.0,557.0,1.3325784167781307,418.0,229.0,Продукты,Тент,147606.0,30169.0,327343.0
1470.0,12723.0,34.2,372.0,203.0,Техника,Грузовик,186544.0,46464.0,262942.0
747.0,1626.0,4.024865952132712,404.0,223.0,Продукты,Тент,136030.0,32006.0,226295.0
875.0,6152.0,32.2,191.0,231.0,Мебель,,136736.0,27000.0,267657.0
611.0,4841.0,28.7,169.0,207.0,Мебель,Грузовик,127726.0,29974.0,181153.0
238.0,10688.0,67.8,158.0,229.0,Мебель,Грузовик,136402.0,33604.0,185267.0
1792.0,38694.0,21.4,1808.0,213.0,Стройматериалы,Грузовик,148586.0,28780.0,250329.0
1972.0,604.0,1.1455685698532632,527.0,259.0,Продукты,Рефрижератор,146653.0,28269.0,395832.0
552.0,18089.0,88.7,204.0,192.0,Техника,Грузовик,196758.0,40892.0,233473.0
1825.0,7289.0,39.2,186.0,250.0,Мебель,Грузовик,182452.0,34851.0,319371.0
2837.0,10190.0,61.7,165.0,243.0,Мебель,Грузовик,141326.0,24202.0,367978.0
317.0,1306.0,3.381953817609547,386.0,225.0,Продукты,Тент,192703.0,31910.0,284755.0
1461.0,13727.0,56.9,241.0,220.0,Техника,Грузовик,180631.0,34806.0,264140.0
2233.0,7428.0,20.4,364.0,230.0,Продукты,Грузовик,112340.0,17789.0,292213.0
227.0,11148.0,6.0,1858.0,182.0,Стройматериалы,Грузовик,193893.0,37798.0,201286.0
2353.0,2830.0,24.4,116.0,202.0,Мебель,Грузовик,100682.0,24499.0,267313.0
2841.0,1314.0,3.1579193222793025,416.0,218.0,Продукты,Тент,197510.0,42316.0,470351.0
337.0,2334.0,14.9,157.0,215.0,Мебель,Грузовик,191807.0,44869.0,254231.0
2564.0,14420.0,46.6,309.0,221.0,Техника,Тент,,,285858.0
1214.0,8045.0,13.933448942756325,577.0,208.0,Мебель,Грузовик,175318.0,31689.0,257123.0
473.0,1719.0,5.058771852158268,340.0,243.0,Продукты,Тент,121156.0,19749.0,167741.0
1488.0,1596.0,3.063100161635017,521.0,192.0,Продукты,Тент,159635.0,27079.0,308388.0
292.0,17872.0,9.5,1881.0,260.0,Стройматериалы,Грузовик,,,169348.0
1548.0,35753.0,21.5,1663.0,255.0,Стройматериалы,Тент,105225.0,25637.0,226872.0
142.0,354.0,1.1377802194567677,311.0,218.0,Продукты,Рефрижератор,109957.0,23792.0,179023.0
2093.0,1683.0,4.048265967298224,416.0,181.0,Продукты,Тент,141428.0,32718.0,294527.0
1427.0,946.0,3.12142667935647,303.0,242.0,Продукты,Тент,163324.0,38723.0,304085.0
1390.0,21274.0,36.9,577.0,198.0,Стройматериалы,Грузовик,197180.0,45288.0,269608.0
614.0,9586.0,73.3,131.0,220.0,Мебель,Грузовик,197779.0,29877.0,269200.0
1163.0,31142.0,73.5,424.0,214.0,Одежда,Грузовик,172427.0,32922.0,210489.0
587.0,14325.0,26.412507491729063,542.0,242.0,Мебель,Грузовик,151269.0,27123.0,217578.0
2270.0,24598.0,35.3,697.0,190.0,Стройматериалы,Тент,128000.0,29838.0,261517.0
646.0,27946.0,60.4,463.0,253.0,Одежда,Тент,174878.0,39328.0,201174.0
1885.0,2503.0,15.2,165.0,198.0,Мебель,Грузовик,192508.0,30702.0,345355.0
846.0,20542.0,64.4,319.0,190.0,Техника,Грузовик,183599.0,33518.0,198545.0
2022.0,11657.0,43.1,270.0,193.0,Техника,Тент,192462.0,41343.0,284653.0
1600.0,1711.0,4.5,380.0,212.0,Продукты,Тент,169229.0,33480.0,312371.0
1324.0,21326.0,109.4,195.0,222.0,Мебель,Грузовик,196487.0,36501.0,274423.0
2076.0,38948.0,17.2,2264.0,218.0,Стройматериалы,Грузовик,178610.0,30464.0,291771.0
1333.0,27662.0,52.5,527.0,237.0,Одежда,Грузовик,188887.0,38342.0,260005.0
2545.0,33196.0,33.1,1003.0,227.0,Стройматериалы,Грузовик,125160.0,23370.0,311113.0
2152.0,20948.0,52.5,399.0,251.0,Одежда,Грузовик,181597.0,34476.0,258820.0
1623.0,5927.0,19.7,301.0,245.0,Техника,Тент,108758.0,25913.0,225566.0
2675.0,1927.0,3.69719948619364,521.0,228.0,Продукты,Тент,146511.0,26349.0,394736.0
2524.0,12964.0,33.0,393.0,187.0,Техника,Тент,124060.0,26909.0,273759.0
1568.0,1545.0,18.9449873102254,82.0,239.0,Мебель,Грузовик,115196.0,26393.0,258831.0
276.0,6656.0,33.9,196.0,211.0,Мебель,Грузовик,146240.0,25789.0,179827.0
1674.0,22830.0,28.7,795.0,242.0,Стройматериалы,Грузовик,127754.0,26385.0,257053.0
1086.0,13589.0,36.6,371.0,247.0,Техника,Грузовик,153445.0,23031.0,203272.0
1640.0,18576.0,35.7,520.0,192.0,Стройматериалы,Грузовик,180747.0,42770.0,284157.0
1849.0,4782.0,38.4,125.0,204.0,Мебель,Грузовик,114910.0,17408.0,247582.0
1959.0,17277.0,28.5,606.0,233.0,Одежда,Грузовик,100703.0,15450.0,187554.0
1974.0,362.0,0.7332903739288738,494.0,203.0,Продукты,Тент,164567.0,39082.0,332305.0
2034.0,6357.0,25.9,245.0,206.0,Техника,Тент,116328.0,22539.0,203597.0
382.0,9140.0,20.03981681545753,456.0,192.0,Продукты,Грузовик,175614.0,32547.0,232823.0
676.0,1091.0,3.6,303.0,235.0,Техника,Тент,160372.0,35236.0,196833.0
1916.0,11956.0,19.3,619.0,209.0,Продукты,Грузовик,,,301350.0
1272.0,5282.0,14.158471108075508,373.0,227.0,Мебель,Грузовик,125753.0,28516.0,243132.0
2371.0,27455.0,24.1,1139.0,199.0,Стройматериалы,Грузовик,154984.0,37988.0,282476.0
424.0,29765.0,18.1,1644.0,186.0,Стройматериалы,Грузовик,114838.0,21903.0,139424.0
638.0,19429.0,8.4,2313.0,232.0,Стройматериалы,Тент,156498.0,33833.0,238029.0
1674.0,1366.0,10.6,129.0,206.0,Мебель,Грузовик,140867.0,25465.0,242452.0
1564.0,13621.0,49.59172790804064,275.0,184.0,Техника,Грузовик,113817.0,22852.0,192719.0
837.0,667.0,2.1941142150237267,304.0,220.0,Продукты,Тент,172477.0,30236.0,248506.0
1304.0,18566.0,75.0,248.0,218.0,Техника,Грузовик,119501.0,26852.0,207033.0
189.0,3826.0,22.0,174.0,252.0,Мебель,Грузовик,115113.0,24500.0,140682.0
186.0,,39.5,,251.0,Продукты,Грузовик,100884.0,24225.0,147707.0
361.0,2645.0,9.4,281.0,181.0,Техника,Тент,149680.0,32763.0,154963.0
1799.0,1058.0,1.7,622.0,230.0,Продукты,Рефрижератор,114498.0,27208.0,352853.0
2686.0,7397.0,23.2,319.0,217.0,Техника,Грузовик,186640.0,35251.0,339870.0
810.0,20316.0,33.5,606.0,259.0,Продукты,Грузовик,135304.0,29112.0,210009.0
192.0,2988.0,10.0,299.0,233.0,Техника,Грузовик,116478.0,21479.0,127791.0
2125.0,2461.0,18.5,133.0,186.0,Мебель,Грузовик,150436.0,34276.0,302920.0
2644.0,11560.0,46.34470875459032,249.0,216.0,Техника,Тент,196311.0,46985.0,383962.0
500.0,1402.0,2.186990850154938,641.0,207.0,Продукты,Тент,122941.0,18762.0,182514.0
1223.0,3022.0,31.7,95.0,242.0,Мебель,Грузовик,190175.0,35259.0,272717.0
535.0,1332.0,2.053823287417078,649.0,213.0,Продукты,Тент,,,228038.0
374.0,23930.0,44.4,539.0,182.0,Стройматериалы,Грузовик,109564.0,24985.0,129036.0
1989.0,693.0,1.9,365.0,257.0,Продукты,Тент,188548.0,30619.0,362883.0
2820.0,1080.0,14.1,77.0,249.0,Мебель,Грузовик,114391.0,20584.0,358506.0
1945.0,1312.0,12.1,108.0,256.0,Мебель,Грузовик,131250.0,22882.0,273380.0
2964.0,7070.0,13.5,524.0,202.0,Продукты,Грузовик,148057.0,28932.0,366575.0
1306.0,5641.0,48.49613669493256,116.0,205.0,Мебель,Тент,192001.0,40848.0,332568.0
2656.0,8593.0,47.1,182.0,247.0,Мебель,Грузовик,105583.0,19582.0,306301.0
687.0,32681.0,46.9,697.0,185.0,Продукты,Грузовик,113498.0,20610.0,180386.0
425.0,11718.0,31.9,367.0,242.0,Техника,Тент,155978.0,25282.0,176265.0
2197.0,1676.0,2.7147610668465245,617.0,239.0,Продукты,Тент,126571.0,19353.0,310150.0
1145.0,1265.0,4.095852041194117,309.0,190.0,Продукты,Тент,180946.0,34994.0,324123.0
1027.0,20201.0,57.0,354.0,223.0,Техника,Тент,125636.0,20279.0,190963.0
2099.0,22784.0,66.4,343.0,258.0,Техника,Грузовик,142743.0,32882.0,272870.0
1056.0,7029.0,39.0,180.0,226.0,Мебель,Тент,169910.0,30782.0,241298.0
1766.0,6613.0,20.5,323.0,242.0,Техника,Грузовик,141851.0,23840.0,264934.0
898.0,1288.0,14.7,88.0,213.0,Мебель,Грузовик,152782.0,26486.0,230848.0
2477.0,22384.0,57.3,391.0,202.0,Техника,Грузовик,,,291867.0
1003.0,12144.0,33.04462252020051,368.0,238.0,Мебель,Грузовик,131344.0,26955.0,231257.0
1639.0,27963.0,76.6,365.0,184.0,Одежда,Грузовик,193897.0,47310.0,248075.0
148.0,26419.0,29.2,905.0,249.0,Стройматериалы,Грузовик,166254.0,39243.0,206304.0
2255.0,1147.0,1.7656347167238329,650.0,213.0,Продукты,Тент,112559.0,20930.0,282635.0
1917.0,11733.0,21.6,543.0,188.0,Продукты,Грузовик,189641.0,28597.0,313024.0
669.0,35831.0,14.8,2421.0,185.0,Стройматериалы,Тент,119990.0,28154.0,170203.0
714.0,8530.0,43.1,198.0,240.0,Мебель,Грузовик,178246.0,32565.0,226160.0
860.0,1544.0,2.826568190488386,546.0,205.0,Продукты,Тент,170741.0,35107.0,249222.0
1765.0,600.0,0.9013101886627533,666.0,207.0,Продукты,Тент,164687.0,28406.0,290652.0
1582.0,4814.0,27.9,173.0,234.0,Мебель,Грузовик,140804.0,33774.0,293460.0
901.0,3197.0,16.9,189.0,251.0,Мебель,Грузовик,157849.0,28600.0,222357.0
1987.0,31140.0,41.3,754.0,182.0,Стройматериалы,Тент,189477.0,37751.0,327652.0
2665.0,11527.0,32.83503073475545,351.0,223.0,Техника,Тент,121349.0,26420.0,260718.0
216.0,17134.0,45.5,377.0,246.0,Стройматериалы,Тент,177928.0,38553.0,210687.0
1237.0,7652.0,48.1,159.0,251.0,Мебель,Грузовик,129465.0,31823.0,219416.0
1886.0,2724.0,7.7,354.0,240.0,Техника,Грузовик,151270.0,31339.0,287534.0
1798.0,5965.0,3.6,1657.0,241.0,Стройматериалы,Грузовик,144229.0,32204.0,293286.0
140.0,11270.0,18.1,623.0,251.0,Продукты,Грузовик,141936.0,24979.0,177782.0
701.0,19096.0,69.4,275.0,253.0,Стройматериалы,Грузовик,128680.0,27898.0,182589.0
256.0,31081.0,30.3,1026.0,201.0,Стройматериалы,Грузовик,141283.0,33314.0,176638.0
1736.0,16854.0,58.7,287.0,197.0,Стройматериалы,Грузовик,154497.0,27368.0,273817.0
1843.0,8410.0,99.5,85.0,204.0,Мебель,Тент,176005.0,37906.0,327501.0
530.0,10743.0,31.59860267502361,340.0,222.0,Мебель,Грузовик,113335.0,20819.0,168365.0
1052.0,1146.0,2.9723037443763096,386.0,251.0,Продукты,Рефрижератор,185009.0,31174.0,375266.0
1093.0,2507.0,21.5,117.0,207.0,Мебель,Тент,167212.0,35448.0,264796.0
2456.0,1625.0,2.5,650.0,209.0,Одежда,Грузовик,178204.0,29238.0,269078.0
661.0,7530.0,71.5,105.0,217.0,Мебель,Тент,116391.0,20400.0,188655.0
1635.0,29932.0,41.1,728.0,251.0,Стройматериалы,Грузовик,172031.0,41849.0,322633.0
2400.0,17459.0,45.2,386.0,240.0,Стройматериалы,Грузовик,125753.0,25208.0,303300.0
2424.0,9257.0,48.7,190.0,249.0,Мебель,Грузовик,102334.0,21530.0,281457.0
1894.0,37064.0,57.2,648.0,249.0,Одежда,Тент,140421.0,27563.0,252880.0
967.0,24138.0,45.8,527.0,232.0,Стройматериалы,Грузовик,196638.0,41738.0,263708.0
2465.0,8709.0,54.4,160.0,237.0,Мебель,Тент,148412.0,34373.0,356823.0
2275.0,2741.0,17.2,159.0,247.0,Мебель,Тент,121559.0,19851.0,292159.0
2165.0,352.0,0.8243453317004089,427.0,201.0,Продукты,Тент,142308.0,24837.0,305857.0
269.0,7236.0,59.5,122.0,227.0,Мебель,Грузовик,105240.0,16286.0,132945.0
221.0,7484.0,45.0,166.0,205.0,Мебель,Тент,199908.0,38365.0,223637.0
2039.0,30612.0,47.1,650.0,218.0,Стройматериалы,Грузовик,125671.0,22568.0,275152.0
2661.0,23273.0,36.8,632.0,229.0,Продукты,Грузовик,137872.0,32891.0,387156.0
2215.0,18801.0,45.8,411.0,233.0,Стройматериалы,Тент,152214.0,25619.0,312994.0
2516.0,4385.0,41.9,105.0,189.0,Мебель,Грузовик,144523.0,32288.0,328379.0
1757.0,14172.0,78.7,180.0,193.0,Мебель,Грузовик,130548.0,28858.0,228016.0
948.0,17442.0,52.3,333.0,197.0,Продукты,Грузовик,172972.0,38935.0,269859.0
1982.0,16805.0,46.0,365.0,258.0,Одежда,Грузовик,137927.0,21387.0,253918.0
2124.0,1632.0,13.97942793225473,117.0,233.0,Мебель,Грузовик,164024.0,27630.0,325529.0
2141.0,33747.0,19.6,1722.0,210.0,Стройматериалы,Грузовик,188425.0,44571.0,355046.0
2962.0,386.0,0.6896347940731852,560.0,235.0,Продукты,Тент,126638.0,22683.0,372190.0
1124.0,657.0,1.5004260023733766,438.0,250.0,Продукты,Тент,139406.0,31206.0,268842.0
191.0,5129.0,19.0,270.0,256.0,Техника,Грузовик,120168.0,20301.0,119033.0
2594.0,28547.0,97.9,292.0,235.0,Одежда,Грузовик,168308.0,30458.0,306675.0
576.0,9929.0,30.3,328.0,227.0,Техника,Тент,178660.0,38905.0,222802.0
2115.0,3954.0,15.1,262.0,233.0,Техника,Грузовик,192440.0,46445.0,333328.0
2682.0,4388.0,35.4,124.0,182.0,Мебель,Грузовик,137051.0,27873.0,277175.0
993.0,14827.0,25.0295788047053,592.0,249.0,Мебель,Грузовик,114027.0,23087.0,188320.0
2427.0,7018.0,16.45391980427491,427.0,199.0,Мебель,Грузовик,110527.0,22844.0,273144.0
1021.0,1962.0,2.8855957512988777,680.0,198.0,Продукты,Тент,141753.0,23381.0,260378.0
2504.0,4860.0,49.73954854107417,98.0,242.0,Мебель,Грузовик,174420.0,26318.0,332898.0
291.0,9737.0,56.357079015852335,173.0,218.0,Мебель,Тент,178810.0,28531.0,200622.0
2041.0,1384.0,3.330364702758132,416.0,219.0,Продукты,Тент,118039.0,21407.0,281093.0
1983.0,18273.0,34.2,534.0,201.0,Стройматериалы,Грузовик,144012.0,24805.0,275938.0
1457.0,19557.0,62.1,315.0,212.0,Продукты,Грузовик,113881.0,17412.0,212890.0
2080.0,3854.0,29.7,130.0,188.0,Мебель,Тент,180774.0,41083.0,321941.0
2848.0,16321.0,46.6,350.0,257.0,Техника,Грузовик,130471.0,27032.0,298527.0
2218.0,13366.0,37.2,359.0,206.0,Одежда,Грузовик,101434.0,21274.0,181917.0
2824.0,8625.0,35.2,245.0,217.0,Техника,Тент,,,333862.0
1333.0,10942.0,78.9,139.0,201.0,Мебель,Грузовик,179856.0,31938.0,279461.0
1542.0,4094.0,39.6,103.0,198.0,Мебель,Тент,194598.0,41817.0,306094.0
841.0,4281.0,23.0,186.0,210.0,Мебель,Тент,143684.0,34466.0,237039.0
3068.0,1719.0,2.497496889534091,688.0,212.0,Продукты,Тент,118223.0,23292.0,337464.0
257.0,22089.0,36.4,607.0,258.0,Продукты,Грузовик,196465.0,32587.0,276420.0
1166.0,13387.0,71.1,188.0,230.0,Мебель,Грузовик,199954.0,35559.0,297504.0
997.0,4237.0,7.451533804149535,569.0,223.0,Мебель,Тент,165821.0,25303.0,260292.0
1238.0,1527.0,2.573846821369871,593.0,206.0,Продукты,Тент,113987.0,21679.0,218514.0
2681.0,598.0,1.794545322363443,333.0,221.0,Продукты,Тент,127540.0,25299.0,352041.0
1173.0,9561.0,35.99395686646547,266.0,241.0,Техника,Грузовик,145772.0,31192.0,235669.0
